Player,Tm,FantPos,G,GS,FantPt,PPR,DKPt,FDPt,PosRank,OvRank
Jonathan Williams,DET,RB,5,0,1,4.6,5.6,2.6,159,N/A
Jonnu Smith,TEN,TE,15,14,99,140.2,143.2,119.7,9,67
Jordan Akins,HOU,TE,13,5,47,83.7,86.7,65.2,30,N/A
Jordan Howard,2TM,RB,7,4,30,30.7,30.7,30.2,84,N/A
Jordan Matthews,SFO,N/A,2,0,N/A,0.0,N/A,N/A,232,N/A
Jordan Reed,SFO,TE,10,1,47,73.1,76.1,60.1,28,N/A
Jordan Thomas,2TM,TE,6,0,6,7.3,7.3,6.8,84,N/A
Jordan Wilkins,IND,RB,15,0,49,61.3,67.3,55.3,69,N/A
Josh Adams,NYJ,RB,8,0,31,36.6,39.6,33.6,83,N/A
Josh Allen*,BUF,QB,16,16,395,396.1,418.1,405.6,1,7
Josh Hill,NOR,TE,14,7,11,18.6,18.6,14.6,76,N/A
Josh Jacobs*,LVR,RB,15,15,198,231.3,239.3,214.8,8,19
Josh Malone,NYJ,WR,4,0,3,6.8,6.8,4.8,195,N/A
Josh Reynolds,LAR,WR,16,13,72,124.3,128.3,98.3,65,N/A
Joshua Dobbs,PIT,QB,1,0,2,2.1,2.1,2.1,70,N/A
Joshua Kelley,LAC,RB,14,0,58,81.2,89.2,69.7,63,N/A
Josiah Deguara,GNB,TE,2,1,1,2.2,2.2,1.7,104,N/A
JuJu Smith-Schuster,PIT,WR,16,14,137,234.1,238.1,185.6,22,62
Julian Edelman,NWE,WR,6,1,35,56.2,59.2,45.7,110,N/A
Julio Jones,ATL,WR,9,9,95,146.1,149.1,120.6,53,N/A
Justice Hill,BAL,RB,12,0,8,13.0,13.0,10.5,124,N/A
Justin Hardee,NOR,N/A,10,0,N/A,0.0,N/A,N/A,230,N/A
Justin Herbert,LAC,QB,15,15,333,332.8,349.8,342.8,9,29
Justin Jackson,LAC,RB,9,4,46,65.3,71.3,55.8,72,N/A
Justin Jefferson*,MIN,WR,16,14,186,274.2,277.2,230.2,6,24
Justin Watson,TAM,WR,11,2,9,16.4,16.4,12.9,168,N/A
Juwan Johnson,NOR,TE,7,4,4,7.9,7.9,5.9,93,N/A
Juwann Winfree,GNB,N/A,2,0,N/A,0.0,N/A,N/A,251,N/A
K.J. Hill,LAC,WR,15,0,5,12.3,13.3,8.8,183,N/A
K.J. Osborn,MIN,N/A,9,0,N/A,0.0,N/A,N/A,238,N/A
KJ Hamler,DEN,WR,13,4,60,90.1,93.1,75.1,83,N/A
Kaden Smith,NYG,TE,15,12,11,29.2,32.2,20.2,73,N/A
Kahale Warring,HOU,TE,7,0,4,6.5,6.5,5.0,96,N/A
Kalen Ballage,2TM,RB,11,2,65,93.9,99.9,79.4,58,N/A
Kalif Raymond,TEN,WR,15,3,18,27.4,30.4,22.9,138,N/A
Kareem Hunt,CLE,RB,16,5,181,218.5,224.5,199.5,10,31
Ke'Shawn Vaughn,TAM,RB,10,0,18,23.3,27.3,20.8,97,N/A
KeeSean Johnson,ARI,WR,8,1,17,32.3,35.3,24.8,144,N/A
Keelan Cole,JAX,WR,16,5,100,155.4,158.4,127.9,49,N/A
Keelan Doss,LVR,N/A,1,0,N/A,0.0,N/A,N/A,227,N/A
Keenan Allen*,LAC,WR,14,13,145,245.1,250.1,195.1,18,50
Keith Kirkwood,CAR,WR,1,0,1,2.3,2.3,1.8,207,N/A
Keith Smith,ATL,RB,16,7,7,17.6,17.6,12.1,131,N/A
Keke Coutee,HOU,WR,8,4,54,87.0,93.0,70.5,92,N/A
Kendall Hinton,DEN,WR,1,0,-3,-2.8,-0.8,-0.8,257,N/A
Kendrick Bourne,SFO,WR,15,5,81,129.7,132.7,105.2,61,N/A
Kenjon Barner,TAM,N/A,6,0,N/A,0.0,N/A,N/A,164,N/A
Kenny Golladay,DET,WR,5,5,46,65.8,68.8,55.8,101,N/A
Kenny Stills,HOU,WR,10,0,20,31.4,34.4,25.9,135,N/A
Kenyan Drake,ARI,RB,15,13,167,192.2,199.2,179.7,12,35
Kerryon Johnson,DET,RB,16,2,53,71.8,78.8,62.3,67,N/A
Kevin Rader,PIT,N/A,1,1,N/A,0.0,N/A,N/A,133,N/A
Kevin White,SFO,N/A,3,0,N/A,0.0,N/A,N/A,247,N/A
KhaDarel Hodge,CLE,WR,9,0,18,29.0,32.0,23.5,141,N/A
Khari Blasingame,TEN,RB,15,7,4,7.9,7.9,5.9,138,N/A
Kirk Cousins,MIN,QB,16,16,306,306.2,330.2,319.2,11,45
Kirk Merritt,MIA,N/A,1,0,N/A,0.0,N/A,N/A,233,N/A
Kristian Wilkerson,NWE,N/A,1,0,N/A,0.0,N/A,N/A,248,N/A
Kyle Allen,WAS,QB,4,4,45,45.0,50.0,46.0,44,N/A
Kyle Juszczyk*,SFO,RB,16,15,63,81.6,84.6,72.1,60,N/A
Kyle Rudolph,MIN,TE,12,12,37,65.4,69.4,51.4,41,N/A
Kyler Murray*,ARI,QB,16,16,379,378.7,400.7,390.7,3,9
La'Mical Perine,NYJ,RB,10,0,42,52.5,55.5,47.0,73,N/A
Lamar Jackson,BAL,QB,15,15,333,332.8,351.8,341.8,10,30
Lamar Miller,CHI,RB,1,0,1,2.6,2.6,1.6,158,N/A
Laquon Treadwell,ATL,WR,5,0,17,22.9,22.9,19.9,146,N/A
Larry Fitzgerald,ARI,WR,13,13,47,100.9,103.9,73.9,100,N/A
Latavius Murray,NOR,RB,15,7,113,136.2,142.2,124.7,32,N/A
Laviska Shenault Jr.,JAX,WR,14,12,99,157.1,160.1,128.1,50,N/A
Lawrence Cager,NYJ,WR,2,1,4,5.5,5.5,4.5,191,N/A
Le'Veon Bell,2TM,RB,11,4,59,74.6,80.6,66.6,62,N/A
LeSean McCoy,TAM,RB,10,0,13,28.2,31.2,20.7,111,N/A
LeVante Bellamy,DEN,RB,5,0,2,2.6,2.6,2.1,147,N/A
Lee Smith,BUF,WR,10,2,16,19.5,19.5,17.5,153,N/A
Leonard Fournette,TAM,RB,13,3,96,132.0,138.0,114.0,39,N/A
Levine Toilolo,NYG,TE,16,2,5,9.6,9.6,7.1,88,N/A
Lil'Jordan Humphrey,NOR,WR,3,1,11,13.6,13.6,12.1,164,N/A
Logan Thomas,WAS,TE,16,15,105,176.6,179.6,140.6,7,57
Logan Woodside,TEN,QB,6,0,1,1.3,1.3,1.3,75,N/A
Luke Stocker,ATL,TE,16,13,6,13.3,13.3,9.8,83,N/A
Luke Willson,2TM,TE,8,0,1,2.2,2.2,1.7,106,N/A
Lynn Bowden Jr.,MIA,RB,10,4,26,53.6,56.6,39.6,88,N/A
Mack Hollins,MIA,WR,16,2,22,37.6,41.6,29.6,131,N/A
Malcolm Brown,LAR,RB,16,0,86,109.1,116.1,97.6,45,N/A
Malcolm Perry,MIA,RB,9,2,16,24.7,24.7,20.2,105,N/A
Malik Taylor,GNB,WR,15,1,14,18.5,18.5,16.0,156,N/A
Malik Turner,DAL,N/A,6,0,N/A,0.0,N/A,N/A,245,N/A
Marcedes Lewis,GNB,TE,15,15,29,38.7,41.7,33.7,51,N/A
Marcus Baugh,WAS,TE,8,1,N/A,1.2,1.2,0.7,114,N/A
Marcus Johnson,IND,WR,11,3,26,39.5,42.5,32.5,128,N/A
Marcus Kemp,2TM,WR,11,0,1,2.1,2.1,1.6,211,N/A
Marcus Mariota,LVR,QB,1,0,26,25.8,26.8,26.8,47,N/A
Mark Andrews,BAL,TE,14,2,112,170.1,173.1,141.1,4,46
Mark Ingram,BAL,RB,11,9,47,52.9,55.9,49.9,71,N/A
Marken Michel,CAR,N/A,2,0,N/A,0.0,N/A,N/A,234,N/A
Marlon Mack,IND,RB,1,1,6,8.6,8.6,7.1,133,N/A
Marquez Callaway,NOR,WR,11,3,21,42.3,45.3,31.8,132,N/A
Marquez Valdes-Scantling,GNB,WR,16,12,104,137.3,141.3,120.8,44,N/A
Marquise Brown,BAL,WR,16,14,125,183.0,186.0,154.0,32,N/A
Marvin Hall,2TM,WR,12,6,42,60.3,63.3,51.3,104,N/A
Marvin Jones,DET,WR,16,16,152,227.8,230.8,189.8,15,43
Mason Rudolph,PIT,QB,5,1,18,18.4,22.4,19.4,51,N/A
Mason Schreck,CIN,N/A,14,1,N/A,0.0,N/A,N/A,134,N/A
Matt Barkley,BUF,QB,5,0,9,9.3,10.3,10.3,61,N/A
Matt Breida,MIA,RB,12,1,33,42.0,46.0,37.5,80,N/A
Matt Cole,SFO,N/A,1,0,N/A,0.0,N/A,N/A,225,N/A
Matt Ryan,ATL,QB,16,16,282,282.4,299.4,293.4,12,75
Matt Schaub,ATL,QB,1,0,N/A,-0.4,-0.4,-0.4,80,N/A
Matt Sokol,LAC,N/A,2,0,N/A,0.0,N/A,N/A,136,N/A
Matthew Slater*,NWE,N/A,16,0,N/A,0.0,N/A,N/A,243,N/A
Matthew Stafford,DET,QB,16,16,261,260.6,277.6,270.6,15,N/A
Maxx Williams,ARI,TE,9,8,16,24.2,27.2,20.2,66,N/A
Mecole Hardman,KAN,WR,16,8,87,128.1,133.1,107.6,57,N/A
Melvin Gordon,DEN,RB,15,10,166,198.4,208.4,182.4,13,36
Michael Burton,NOR,RB,15,4,5,8.6,8.6,6.6,136,N/A
Michael Gallup,DAL,WR,16,15,114,173.3,176.3,143.8,36,N/A
Michael Pittman Jr.,IND,WR,13,8,59,98.9,101.9,78.9,86,N/A
Michael Thomas,NOR,WR,7,5,44,83.9,86.9,63.9,103,N/A
Michael Warren,WAS,N/A,1,0,N/A,0.0,N/A,N/A,175,N/A
Mike Boone,MIN,RB,16,0,13,14.9,14.9,13.9,112,N/A
Mike Davis,CAR,RB,15,12,148,206.5,213.5,177.0,18,54
Mike Evans,TAM,WR,16,16,179,248.6,251.6,213.6,8,27
Mike Gesicki,MIA,TE,15,9,106,159.3,162.3,132.8,6,56
Mike Glennon,JAX,QB,5,5,61,60.6,70.6,65.6,40,N/A
Mike Thomas,CIN,WR,14,0,17,30.3,34.3,23.8,145,N/A
Mike Williams,LAC,WR,15,11,106,153.7,156.7,129.7,42,N/A
Miles Boykin,BAL,WR,16,13,51,69.6,72.6,60.1,95,N/A
Miles Sanders,PHI,RB,12,11,142,170.4,178.4,156.4,21,60
Mitchell Trubisky,CHI,QB,10,9,154,153.7,169.7,161.7,27,N/A
Mo Alie-Cox,IND,TE,15,6,49,80.4,84.4,64.9,27,N/A
Mohamed Sanu,2TM,WR,10,4,27,44.0,47.0,35.5,127,N/A
MyCole Pruitt,TEN,TE,11,4,23,27.9,27.9,25.4,60,N/A
Myles Gaskin,MIA,RB,10,7,123,164.2,172.2,143.7,27,N/A
N'Keal Harry,NWE,WR,14,9,41,73.9,77.9,57.4,107,N/A
Nate Becker,BUF,N/A,1,0,N/A,0.0,N/A,N/A,118,N/A
Nate Sudfeld,PHI,QB,1,0,-2,-1.5,0.5,-0.5,82,N/A
Nathan Cottrell,JAX,N/A,8,0,N/A,0.0,N/A,N/A,167,N/A
Nathan Peterman,LVR,QB,1,0,2,1.9,1.9,1.9,72,N/A
Nelson Agholor,LVR,WR,16,13,138,185.6,188.6,161.6,21,61
Nick Bellore*,SEA,RB,16,0,1,2.4,2.4,1.9,150,N/A
Nick Boyle,BAL,TE,9,9,23,37.3,40.3,30.3,58,N/A
Nick Chubb*,CLE,RB,12,12,192,207.7,214.7,199.7,9,22
Nick Foles ,CHI,QB,9,7,104,104.2,115.2,112.2,36,N/A
Nick Keizer,KAN,TE,16,3,4,10.3,11.3,7.3,91,N/A
Nick Mullens,SFO,QB,10,8,116,116.3,135.3,128.3,34,N/A
Nick Vannett,DEN,TE,15,11,16,29.5,29.5,22.5,67,N/A
Nick Westbrook-Ikhine,TEN,WR,14,1,5,8.3,8.3,6.8,184,N/A
Noah Brown,DAL,WR,16,1,16,29.8,32.8,22.8,152,N/A
Noah Fant,DEN,TE,15,14,87,149.3,152.3,118.3,13,N/A
Noah Togiai,IND,N/A,4,0,N/A,0.0,N/A,N/A,138,N/A
Nsimba Webster,LAR,N/A,16,0,-2,-2.0,-1.0,-2.0,256,N/A
Nyheim Hines,IND,RB,16,2,130,193.2,199.2,161.7,24,78
O.J. Howard,TAM,TE,4,1,27,37.6,40.6,32.1,53,N/A
Odell Beckham Jr.,CLE,WR,7,7,64,86.8,89.8,75.3,76,N/A
Olabisi Johnson,MIN,WR,16,3,21,34.9,37.9,27.9,133,N/A
Olamide Zaccheaus,ATL,WR,11,2,33,53.4,56.4,43.4,114,N/A
P.J. Walker,CAR,QB,4,1,9,8.5,16.5,13.5,63,N/A
Parris Campbell,IND,WR,2,2,9,14.7,14.7,11.7,171,N/A
Patrick Laird,MIA,RB,16,0,12,22.0,23.0,17.0,115,N/A
Patrick Mahomes*,KAN,QB,15,15,374,374.4,388.4,380.4,4,10
Patrick Ricard*,BAL,RB,15,10,8,17.4,18.4,12.9,123,N/A
Penny Hart,SEA,WR,13,0,2,3.2,3.2,2.7,199,N/A
Peyton Barber,WAS,RB,16,2,51,55.0,58.0,53.0,68,N/A
Pharaoh Brown,HOU,TE,13,9,28,42.3,45.3,35.3,52,N/A
Pharoh Cooper,CAR,WR,16,1,7,12.3,12.3,9.8,175,N/A
Philip Rivers,IND,QB,16,16,240,240.0,255.0,251.0,20,N/A
Phillip Lindsay,DEN,RB,11,8,59,66.0,69.0,62.5,61,N/A
Preston Williams,MIA,WR,8,7,57,74.8,77.8,65.8,89,N/A
Qadree Ollison,ATL,RB,3,0,N/A,0.3,0.3,0.3,161,N/A
Quez Watkins,PHI,WR,6,0,17,23.6,26.6,20.1,149,N/A
Quintez Cephus,DET,WR,13,2,47,66.9,69.9,56.9,99,N/A
Raheem Mostert,SFO,RB,8,8,84,99.7,106.7,91.7,47,N/A
Randall Cobb,HOU,WR,10,2,62,100.1,103.1,81.1,79,N/A
Rashaad Penny,SEA,RB,3,0,3,3.4,3.4,3.4,140,N/A
Rashard Higgins,CLE,WR,13,6,84,120.9,123.9,102.4,58,N/A
Rashod Berry,NWE,N/A,3,0,N/A,0.0,N/A,N/A,119,N/A
Ray-Ray McCloud,PIT,WR,16,2,12,32.2,33.2,22.2,159,N/A
Raymond Calais,LAR,N/A,4,0,N/A,0.0,N/A,N/A,166,N/A
Reggie Begelton,GNB,N/A,1,0,N/A,0.0,N/A,N/A,218,N/A
Reggie Bonnafon,CAR,RB,2,0,15,16.7,16.7,15.7,109,N/A
Reggie Gilliam,BUF,RB,14,0,8,9.6,9.6,8.6,126,N/A
Rex Burkhead,NWE,RB,10,0,83,107.6,113.6,95.1,48,N/A
Richard Rodgers,PHI,TE,14,4,47,70.5,73.5,58.5,31,N/A
Richie James,SFO,WR,11,7,41,64.4,69.4,52.9,105,N/A
Ricky Seals-Jones,KAN,N/A,2,0,N/A,0.0,N/A,N/A,135,N/A
Rico Dowdle,DAL,RB,15,0,2,2.4,2.4,2.4,144,N/A
Rico Gafford,LVR,N/A,3,0,N/A,0.0,N/A,N/A,228,N/A
Riley Ridley,CHI,WR,5,1,4,7.9,7.9,5.9,189,N/A
River Cracraft,SFO,WR,9,1,4,10.1,10.1,7.1,187,N/A
Rob Gronkowski,TAM,TE,16,16,104,149.3,152.3,126.8,8,58
Robby Anderson,CAR,WR,16,16,129,224.1,228.1,176.6,27,71
Robert Foster,WAS,WR,4,2,4,5.7,5.7,4.7,190,N/A
Robert Griffin III,BAL,QB,4,1,3,2.6,5.6,4.6,67,N/A
Robert Tonyan,GNB,TE,16,8,125,176.6,179.6,150.6,3,39
Robert Woods,LAR,WR,16,16,155,245.1,252.1,200.1,13,40
Rodney Smith,CAR,RB,7,1,28,36.5,39.5,32.0,86,N/A
Ronald Jones II,TAM,RB,14,13,158,186.3,194.3,172.3,15,41
Ross Dwelley,SFO,TE,16,9,31,49.5,52.5,40.0,48,N/A
Ross Travis,NYJ,N/A,1,0,N/A,0.0,N/A,N/A,140,N/A
Royce Freeman,DEN,RB,16,0,25,37.1,40.1,31.1,89,N/A
Russell Gage,ATL,WR,16,8,109,181.1,184.1,145.1,40,N/A
Russell Wilson*,SEA,QB,16,16,360,359.8,382.8,372.8,6,16
Ryan Finley,CIN,QB,5,1,19,19.2,21.2,21.2,50,N/A
Ryan Fitzpatrick,MIA,QB,9,7,153,153.7,167.7,161.2,28,N/A
Ryan Griffin,NYJ,TE,15,6,9,17.6,17.6,13.1,80,N/A
Ryan Izzo,NWE,TE,12,12,18,30.9,34.9,24.4,64,N/A
Ryan Nall,CHI,RB,16,0,13,20.7,20.7,16.7,113,N/A
Ryan Tannehill,TEN,QB,16,16,343,344.4,358.4,350.9,7,23
Salvon Ahmed,MIA,RB,6,4,58,69.0,72.0,63.5,64,N/A
Sam Darnold,NYJ,QB,12,12,134,134.0,153.0,145.0,33,N/A
Samaje Perine,CIN,RB,16,1,55,65.7,68.7,60.2,66,N/A
Sammy Watkins,KAN,WR,10,9,50,87.4,92.4,69.9,96,N/A
Saquon Barkley,NYG,RB,2,2,9,15.4,15.4,12.4,120,N/A
Scott Miller,TAM,WR,16,5,70,102.5,105.5,86.0,68,N/A
Scottie Phillips,HOU,RB,8,0,2,2.6,2.6,2.1,148,N/A
Sean Culkin,BAL,N/A,1,0,N/A,0.0,N/A,N/A,120,N/A
Sean McKeon,DAL,N/A,14,1,N/A,0.0,N/A,N/A,131,N/A
Senorise Perry,TEN,RB,7,0,1,0.9,0.9,0.9,154,N/A
Seth Devalve,ARI,N/A,4,0,N/A,0.0,N/A,N/A,122,N/A
Seth Roberts,CAR,WR,7,1,3,7.1,7.1,5.1,194,N/A
Sewo Olonilua,DAL,N/A,2,0,N/A,0.0,N/A,N/A,173,N/A
Sony Michel,NWE,RB,9,6,68,75.3,81.3,71.8,56,N/A
Stanley Morgan Jr.,CIN,N/A,6,0,N/A,0.0,N/A,N/A,237,N/A
Stefon Diggs*+,BUF,WR,16,15,202,328.6,331.6,265.1,3,17
Stephen Anderson,LAC,TE,16,3,11,18.6,21.6,14.6,75,N/A
Stephen Carlson,CLE,TE,16,2,3,4.1,4.1,3.6,97,N/A
Stephen Sullivan,SEA,N/A,1,0,N/A,0.0,N/A,N/A,137,N/A
Sterling Shepard,NYG,WR,12,12,97,162.5,165.5,129.5,52,N/A
Steven Mitchell,HOU,WR,6,1,6,11.0,11.0,8.5,181,N/A
Steven Sims,WAS,WR,12,2,30,57.3,62.3,43.8,117,N/A
T.J. Hockenson*,DET,TE,16,16,108,175.3,179.3,141.8,5,52
T.J. Yeldon,BUF,RB,3,0,15,16.2,16.2,15.7,107,N/A
T.Y. Hilton,IND,WR,15,15,108,164.2,167.2,136.2,41,N/A
Taiwan Jones,BUF,N/A,13,0,N/A,0.0,N/A,N/A,170,N/A
Tajae Sharpe,MIN,N/A,4,0,N/A,0.0,N/A,N/A,242,N/A
Tanner Hudson,TAM,TE,11,0,4,7.1,7.1,5.6,92,N/A
Tarik Cohen,CHI,RB,3,0,12,17.5,17.5,14.5,117,N/A
Tavon Austin,GNB,WR,4,0,N/A,5.0,6.0,2.5,215,N/A
Taylor Heinicke,WAS,QB,1,0,12,11.7,11.7,11.7,58,N/A
Taysom Hill,NOR,QB,16,8,149,156.6,169.6,154.6,29,N/A
Taywan Taylor,CLE,N/A,3,0,N/A,0.0,N/A,N/A,244,N/A
Ted Ginn Jr.,CHI,WR,6,0,4,7.0,7.0,5.5,188,N/A
Teddy Bridgewater,CAR,QB,15,15,241,241.2,261.2,252.2,18,N/A
Tee Higgins,CIN,WR,16,14,128,194.6,198.6,161.1,28,73
Temarrick Hemingway,WAS,TE,8,0,1,2.0,2.0,1.5,107,N/A
Terry Godwin,JAX,WR,3,0,4,6.5,6.5,5.0,192,N/A
Terry McLaurin,WAS,WR,15,15,137,223.8,227.8,180.3,23,63
Tevin Coleman,SFO,RB,8,1,9,12.7,12.7,10.7,122,N/A
Theo Riddick,LVR,RB,4,0,6,10.7,10.7,8.2,132,N/A
Tim Boyle,GNB,QB,8,0,-1,-0.9,-0.9,-0.9,81,N/A
Tim Patrick,DEN,WR,15,15,110,161.2,164.2,135.7,39,N/A
Todd Gurley,ATL,RB,15,15,138,163.2,169.2,150.7,23,68
Tom Brady,TAM,QB,16,16,338,337.9,353.9,349.9,8,25
Tommy Stevens,CAR,QB,1,0,2,2.4,2.4,2.4,68,N/A
Tommylee Lewis,NOR,WR,5,0,2,2.9,2.9,2.4,202,N/A
Tony Brooks-James,ATL,RB,1,0,N/A,0.4,0.4,0.4,160,N/A
Tony Brown,WAS,N/A,1,0,N/A,0.0,N/A,N/A,220,N/A
Tony Jones,NOR,RB,1,1,1,1.3,1.3,1.3,151,N/A
Tony Pollard,DAL,RB,16,2,93,120.8,126.8,106.8,41,N/A
Trace McSorley,BAL,QB,2,0,9,9.3,9.3,9.3,60,N/A
Travis Fulgham,PHI,WR,13,8,78,115.9,118.9,96.9,63,N/A
Travis Homer,SEA,RB,9,0,24,32.8,32.8,28.3,91,N/A
Travis Kelce*+,KAN,TE,15,15,208,312.8,316.8,260.3,1,5
Trayveon Williams,CIN,RB,10,0,17,21.7,25.7,19.2,102,N/A
Tre'Quan Smith,NOR,WR,14,10,69,103.1,106.1,86.1,72,N/A
Trent Sherfield,ARI,WR,15,1,5,10.0,10.0,7.5,185,N/A
Trent Taylor,SFO,WR,12,1,9,18.6,18.6,13.6,173,N/A
Trenton Cannon,CAR,RB,14,0,5,7.9,7.9,6.4,135,N/A
Trenton Irwin,CIN,WR,1,0,1,1.5,1.5,1.0,213,N/A
Trevon Wesco,NYJ,TE,12,4,1,1.5,1.5,1.0,112,N/A
Trey Burton,IND,TE,13,4,55,83.3,86.3,69.3,24,N/A
Trey Edmunds,PIT,N/A,4,0,N/A,0.0,N/A,N/A,169,N/A
Trey Quinn,JAX,N/A,1,0,N/A,0.0,N/A,N/A,240,N/A
Troy Fumagalli,DEN,TE,8,0,14,22.0,22.0,18.0,71,N/A
Troymaine Pope,LAC,RB,6,0,12,19.8,19.8,15.8,116,N/A
Tua Tagovailoa,MIA,QB,10,9,135,135.5,147.5,140.5,31,N/A
Ty Johnson,2TM,RB,13,1,47,63.3,66.3,55.3,70,N/A
Ty Montgomery,NOR,WR,6,1,13,15.8,18.8,14.3,157,N/A
Tyler Boyd,CIN,WR,15,8,114,192.6,195.6,153.1,37,N/A
Tyler Bray,CHI,QB,1,0,1,0.7,0.7,0.7,78,N/A
Tyler Conklin,MIN,TE,16,2,25,44.4,47.4,34.9,56,N/A
Tyler Davis,JAX,N/A,8,0,N/A,0.0,N/A,N/A,121,N/A
Tyler Eifert,JAX,TE,15,4,47,82.9,85.9,64.9,29,N/A
Tyler Ervin,GNB,RB,8,0,15,26.1,26.1,20.6,108,N/A
Tyler Higbee,LAR,TE,15,15,84,128.2,131.2,106.2,16,N/A
Tyler Huntley,BAL,QB,2,0,3,2.9,2.9,2.9,66,N/A
Tyler Johnson,TAM,WR,14,3,29,40.9,43.9,34.9,120,N/A
Tyler Kroft,BUF,TE,10,4,30,41.9,44.9,35.9,49,N/A
Tyler Lockett,SEA,WR,16,16,165,265.4,268.4,215.4,11,34
Tyreek Hill*+,KAN,WR,15,15,242,328.9,334.9,285.4,2,6
Tyrie Cleveland,DEN,WR,10,0,6,12.3,12.3,9.3,178,N/A
Tyrod Taylor,LAC,QB,2,1,9,9.0,9.0,9.0,62,N/A
Tyron Johnson,LAC,WR,12,0,60,79.5,82.5,69.5,85,N/A
Van Jefferson,LAR,WR,16,0,28,46.9,49.9,37.4,123,N/A
Vance McDonald ,PIT,TE,14,12,10,24.9,24.9,17.4,78,N/A
Virgil Green,LAC,TE,6,3,11,14.0,14.0,12.5,74,N/A
Vyncint Smith,NYJ,WR,7,0,1,2.3,2.3,1.8,208,N/A
Wayne Gallman,NYG,RB,15,10,116,136.6,142.6,126.1,29,N/A
Wendell Smallwood,PIT,N/A,1,0,N/A,0.0,N/A,N/A,174,N/A
Will Dissly,SEA,TE,16,12,37,61.1,64.1,49.1,42,N/A
Will Fuller,HOU,WR,11,11,136,188.9,191.9,162.4,24,64
Willie Snead,BAL,WR,13,8,61,94.2,97.2,77.7,80,N/A
Xavier Jones,LAR,N/A,13,0,N/A,0.0,N/A,N/A,171,N/A
Zach Ertz,PHI,TE,11,11,42,77.5,80.5,59.5,35,N/A
Zach Gentry,PIT,N/A,2,1,N/A,0.0,N/A,N/A,123,N/A
Zach Pascal,IND,WR,16,14,93,136.9,139.9,114.9,54,N/A
Zack Moss,BUF,RB,13,0,88,101.6,104.6,94.6,43,N/A
Zay Jones,LVR,WR,16,2,23,36.6,39.6,29.6,130,N/A
