Player,Consistency,Average,Median,Team,Position,Games Played
Parris Campbell,2.4495,5.4429,0.0,IND,WR,7
Patrick DiMarco,3.873,0.6125,0.0,BUF,RB,16
Patrick Laird,3.7417,4.5467,0.0,MIA,RB,15
Patrick Mahomes*,3.6056,20.5,0.0,KAN,QB,14
Patrick Ricard*,3.873,1.1688,0.0,BAL,RB,16
Paul Perkins,1.7321,1.2,0.0,DET,RB,4
Paul Richardson,3.0,6.45,0.0,WAS,WR,10
Peyton Barber,3.873,7.2812,0.0,TAM,RB,16
Pharaoh Brown,2.8284,0.5222,0.0,CLE,TE,9
Pharoh Cooper,3.4641,4.2692,0.0,2TM,WR,13
Philip Rivers,3.873,14.7188,0.0,LAC,QB,16
Phillip Dorsett,3.6056,7.2,0.0,NWE,WR,14
Phillip Lindsay,3.873,12.3562,0.0,DEN,RB,16
Preston Williams,2.6458,11.35,0.0,MIA,WR,8
Qadree Ollison,2.6458,3.8375,0.0,ATL,RB,8
Quincy Enunwa,-0.0,-1.4,0.0,NYJ,WR,1
Raheem Mostert,3.873,10.325,0.0,SFO,RB,16
Randall Cobb,3.7417,10.3267,0.0,DAL,WR,15
Rashaad Penny,3.0,7.53,0.0,SEA,RB,10
Rashard Davis,0.0,2.6,0.0,TEN,WR,1
Rashard Higgins,3.0,1.55,0.0,CLE,WR,10
Ray-Ray McCloud,-2.2361,-0.3333,0.0,CAR,,6
Reggie Bonnafon,3.873,1.8312,0.0,CAR,RB,16
Rex Burkhead,3.4641,7.7769,0.0,NWE,RB,13
Rhett Ellison,3.0,4.07,0.0,NYG,TE,10
Richard Rodgers,,0.0,0.0,PHI,,1
Richie James,3.873,1.65,0.0,SFO,WR,16
Ricky Ortiz,0.0,1.8,0.0,NOR,RB,1
Ricky Seals-Jones,3.6056,4.2071,0.0,CLE,TE,14
Rico Gafford,1.7321,3.65,0.0,OAK,WR,4
Riley Ridley,2.0,2.58,0.0,CHI,WR,5
River Cracraft,,0.0,0.0,DEN,,1
Robby Anderson,3.873,10.1438,0.0,NYJ,WR,16
Robert Davis,2.2361,0.6167,0.0,2TM,WR,6
Robert Foster,3.4641,0.9462,0.0,BUF,WR,13
Robert Griffin III,2.4495,2.2857,0.0,BAL,QB,7
Robert Tonyan,3.1623,2.3636,0.0,GNB,TE,11
Robert Turbin,,0.0,0.0,SEA,,1
Robert Woods,3.7417,15.5267,0.0,LAR,WR,15
Rod Smith,,0.0,0.0,2TM,,6
Ronald Jones II,3.873,10.3938,0.0,TAM,RB,16
Roosevelt Nix,1.4142,0.8,0.0,PIT,RB,3
Ross Dwelley,3.873,2.2562,0.0,SFO,TE,16
Ross Travis,1.4142,2.3667,0.0,IND,TE,3
Royce Freeman,3.873,8.8875,0.0,DEN,RB,16
Russell Gage,3.873,6.175,0.0,ATL,WR,16
Russell Shepard,1.4142,1.8333,0.0,NYG,WR,3
Russell Wilson*,3.873,20.5375,0.0,SEA,QB,16
Ryan Finley,1.4142,8.2333,0.0,CIN,QB,3
Ryan Fitzpatrick,3.7417,16.1,0.0,MIA,QB,15
Ryan Grant,1.0,2.7,0.0,OAK,WR,2
Ryan Griffin,3.4641,7.5385,0.0,NYJ,TE,13
Ryan Griffin,1.0,0.3,0.0,TAM,QB,2
Ryan Izzo,2.2361,3.9,0.0,NWE,TE,6
Ryan Nall,2.6458,0.1,0.0,CHI,RB,8
Ryan Switzer,2.8284,1.1889,0.0,PIT,WR,9
Ryan Tannehill*,3.3166,18.6833,0.0,TEN,QB,12
Ryquell Armstead,3.873,3.2,0.0,JAX,RB,16
Sam Darnold,3.4641,14.5538,0.0,NYJ,QB,13
Samaje Perine,2.4495,0.2286,0.0,2TM,RB,7
Sammy Watkins,3.6056,9.8929,0.0,KAN,WR,14
Saquon Barkley,3.4641,18.7769,0.0,NYG,RB,13
Scott Miller,3.0,4.06,0.0,TAM,WR,10
Scott Simonson,2.0,0.62,0.0,NYG,TE,5
Sean Culkin,1.7321,0.55,0.0,LAC,TE,4
Sean Mannion,-1.4142,-0.5,0.0,MIN,QB,3
Senorise Perry,3.1623,0.1273,0.0,BUF,RB,11
Seth Devalve,3.3166,2.1667,0.0,JAX,TE,12
Seth Roberts,3.873,3.7562,0.0,BAL,WR,16
Sony Michel,3.873,9.5375,0.0,NWE,RB,16
Spencer Schnell,,0.0,0.0,TAM,,1
Spencer Ware,1.4142,4.1,0.0,KAN,RB,3
Stanley Morgan Jr.,3.1623,0.4364,0.0,CIN,WR,11
Stefon Diggs,3.7417,14.14,0.0,MIN,WR,15
Stephen Anderson,,0.0,0.0,LAC,,1
Stephen Carlson,2.8284,1.7889,0.0,CLE,TE,9
Sterling Shepard,3.0,14.18,0.0,NYG,WR,10
Steven Mitchell,1.4142,1.9,0.0,HOU,WR,3
Steven Sims,3.873,6.8438,0.0,WAS,WR,16
T.J. Hockenson,3.3166,6.725,0.0,DET,TE,12
T.J. Jones,1.4142,4.2667,0.0,NYG,WR,3
T.J. Logan,3.3166,0.3583,0.0,TAM,RB,12
T.J. Yeldon,2.2361,4.95,0.0,BUF,RB,6
T.Y. Hilton,3.0,12.51,0.0,IND,WR,10
Taiwan Jones,3.1623,0.5364,0.0,HOU,RB,11
Tajae Sharpe,3.7417,5.46,0.0,TEN,WR,15
Tanner Hudson,2.8284,0.5111,0.0,TAM,TE,9
Tarik Cohen,3.873,10.2438,0.0,CHI,RB,16
Tavon Austin,3.6056,3.3857,0.0,DAL,WR,14
Taylor Gabriel,2.8284,10.0333,0.0,CHI,WR,9
Taysom Hill,3.873,6.3875,0.0,NOR,QB,16
Taywan Taylor,,0.0,0.0,CLE,,3
Ted Ginn Jr.,3.873,5.3688,0.0,NOR,WR,16
Teddy Bridgewater,2.8284,10.0556,0.0,NOR,QB,9
Terry McLaurin,3.6056,13.7071,0.0,WAS,WR,14
Tevin Coleman,3.6056,9.6714,0.0,SFO,RB,14
Tevin Jones,2.0,2.02,0.0,PIT,WR,5
Tim Boyle,-1.4142,-0.0333,0.0,GNB,QB,3
Tim Patrick,2.6458,4.725,0.0,DEN,WR,8
Todd Gurley,3.7417,14.6267,0.0,LAR,RB,15
Tom Brady,3.873,16.4812,0.0,NWE,QB,16
Tom Kennedy,,0.0,0.0,DET,,1
Tommy Sweeney,2.2361,3.2333,0.0,BUF,TE,6
Tony Brooks-James,1.4142,0.2333,0.0,PIT,RB,3
Tony Pollard,3.7417,5.9467,0.0,DAL,RB,15
Tra Carson,1.4142,3.5333,0.0,2TM,RB,3
Trace McSorley,0.0,0.1,0.0,BAL,QB,1
Travis Benjamin,2.0,1.8,0.0,LAC,WR,5
Travis Fulgham,,0.0,0.0,DET,,3
Travis Homer,3.873,1.75,0.0,SEA,RB,16
Travis Kelce*,3.873,15.8938,0.0,KAN,TE,16
Trayveon Williams,,0.0,0.0,CIN,,11
Tre'Quan Smith,3.1623,6.4909,0.0,NOR,WR,11
Trent Sherfield,3.873,0.75,0.0,ARI,WR,16
Trenton Cannon,,0.0,0.0,NYJ,,4
Trenton Irwin,,0.0,0.0,CIN,,1
Trevon Wesco,3.873,0.4312,0.0,NYJ,TE,16
Trevor Davis,3.6056,2.0286,0.0,3TM,WR,14
Trevor Siemian,0.0,0.1,0.0,NYJ,QB,1
Trey Burton,2.6458,2.8,0.0,CHI,TE,8
Trey Edmunds,3.1623,1.8182,0.0,PIT,RB,11
Trey Quinn,3.3166,4.3167,0.0,WAS,WR,12
Troy Fumagalli,3.1623,1.4364,0.0,DEN,TE,11
Troymaine Pope,3.6056,0.6714,0.0,LAC,RB,14
Ty Johnson,3.873,3.7625,0.0,DET,RB,16
Ty Montgomery,3.873,2.0188,0.0,NYJ,RB,16
Tyler Boyd,3.873,13.9312,0.0,CIN,WR,16
Tyler Conklin,3.7417,0.92,0.0,MIN,TE,15
Tyler Eifert,3.873,6.6625,0.0,CIN,TE,16
Tyler Ervin,3.0,0.41,0.0,2TM,RB,10
Tyler Higbee,3.7417,10.6933,0.0,LAR,TE,15
Tyler Kroft,3.1623,1.7364,0.0,BUF,TE,11
Tyler Lockett,3.873,14.7,0.0,SEA,WR,16
Tyreek Hill*,3.3166,15.6917,0.0,KAN,WR,12
Tyrell Williams,3.6056,10.2214,0.0,OAK,WR,14
Tyrod Taylor,2.6458,0.75,0.0,LAC,QB,8
Tyrone Swoopes,2.0,0.3,0.0,SEA,TE,5
Vance McDonald ,3.6056,5.9643,0.0,PIT,TE,14
Ventell Bryant,3.3166,0.7083,0.0,DAL,WR,12
Vernon Davis,1.7321,7.075,0.0,WAS,TE,4
Virgil Green,3.7417,1.52,0.0,LAC,TE,15
Vyncint Smith,3.4641,3.7462,0.0,NYJ,WR,13
Wayne Gallman,3.0,4.82,0.0,NYG,RB,10
Wendell Smallwood,3.7417,1.5667,0.0,WAS,RB,15
Wes Hills,0.0,16.2,0.0,DET,RB,1
Will Dissly,2.2361,12.3167,0.0,SEA,TE,6
Will Fuller,3.1623,12.1818,0.0,HOU,WR,11
Will Grier,1.0,0.65,0.0,CAR,QB,2
Willie Snead,3.873,5.9438,0.0,BAL,WR,16
Xavier Grimble,1.4142,0.4333,0.0,PIT,TE,3
Zach Ertz*,3.7417,14.3733,0.0,PHI,TE,15
Zach Gentry,1.7321,0.35,0.0,PIT,TE,4
Zach Line,3.3166,0.9667,0.0,NOR,RB,12
Zach Pascal,3.873,8.4562,0.0,IND,WR,16
Zach Zenner,2.0,0.74,0.0,3TM,RB,5
Zay Jones,3.7417,3.26,0.0,2TM,WR,15
