Player,Consistency,Average,Median,Team,Position,Games Played
Matt Ryan,4.0,13.1118,0.0,ATL,QB,17
Matthew Orzech,,0.0,0.0,LAR,,17
Matthew Slater*,,0.0,0.0,NWE,,17
Matthew Stafford,4.0,19.3941,0.0,LAR,QB,17
Maurice Ffrench,1.4142,0.1,0.0,LAC,WR,3
Maxx Williams,2.0,8.26,0.0,ARI,TE,5
Mecole Hardman,4.0,8.2882,0.0,KAN,WR,17
Mekhi Sargent,2.4495,0.1571,0.0,3TM,RB,7
Melvin Gordon,3.873,12.1938,0.0,DEN,RB,16
Michael Burton,3.873,0.9188,0.0,KAN,RB,16
Michael Carter,3.6056,11.0286,0.0,NYJ,RB,14
Michael Gallup,2.8284,10.1667,0.0,DAL,WR,9
Michael Pittman Jr.,4.0,14.0353,0.0,IND,WR,17
Mike Boone,2.6458,0.9625,0.0,DEN,RB,8
Mike Davis,4.0,8.1294,0.0,ATL,RB,17
Mike Evans*,3.873,16.4062,0.0,TAM,WR,16
Mike Gesicki,4.0,9.7059,0.0,MIA,TE,17
Mike Glennon,2.2361,5.15,0.0,NYG,QB,6
Mike Strachan,2.2361,0.7667,0.0,IND,WR,6
Mike Thomas,3.3166,0.85,0.0,CIN,WR,12
Mike White,1.7321,11.0,0.0,NYJ,QB,4
Mike Williams,3.873,15.4125,0.0,LAC,WR,16
Miles Boykin,2.6458,0.2,0.0,BAL,WR,8
Miles Sanders,3.3166,9.7667,0.0,PHI,RB,12
Mitchell Trubisky,2.2361,1.35,0.0,BUF,QB,6
Mitchell Wilcox,3.7417,0.3067,0.0,CIN,TE,15
Mo Alie-Cox,4.0,4.6824,0.0,IND,TE,17
Mohamed Sanu,2.6458,4.0875,0.0,SFO,WR,8
MyCole Pruitt,3.873,3.0312,0.0,TEN,TE,16
Myles Gaskin,4.0,10.2118,0.0,MIA,RB,17
N'Keal Harry,3.3166,2.3667,0.0,NWE,WR,12
Najee Harris*,4.0,17.6882,0.0,PIT,RB,17
Nate McCrary,-0.0,-0.1,0.0,BAL,RB,1
Nate Solder,,0.0,0.0,NYG,,16
Nathan Cottrell,1.7321,0.075,0.0,JAX,RB,4
Nathan Peterman,0.0,0.2,0.0,LVR,QB,1
Nelson Agholor,3.7417,6.8933,0.0,NWE,WR,15
Nick Bawden,2.8284,0.3333,0.0,NYJ,RB,9
Nick Bellore,4.0,0.0824,0.0,SEA,RB,17
Nick Boyle,2.0,0.24,0.0,BAL,TE,5
Nick Chubb*,3.6056,15.3786,0.0,CLE,RB,14
Nick Foles ,,16.8,0.0,CHI,QB,1
Nick Mullens,0.0,9.9,0.0,CLE,QB,1
Nick Ralston,,0.0,0.0,DAL,,4
Nick Vannett,2.4495,4.0429,0.0,NOR,TE,7
Nick Westbrook-Ikhine,3.873,6.725,0.0,TEN,WR,16
Nico Collins,3.6056,5.9714,0.0,HOU,WR,14
Noah Brown,3.4641,2.6462,0.0,DAL,WR,13
Noah Fant,3.873,9.9375,0.0,DEN,TE,16
Noah Gray,3.873,1.0375,0.0,KAN,TE,16
Noah Togiai,,0.0,0.0,PHI,,1
Nsimba Webster,,0.0,0.0,CHI,,6
Nyheim Hines,4.0,6.6235,0.0,IND,RB,17
O.J. Howard,4.0,1.9706,0.0,TAM,TE,17
Odell Beckham Jr.,3.6056,9.2214,0.0,2TM,WR,14
Olamide Zaccheaus,4.0,5.2824,0.0,ATL,WR,17
P.J. Walker,2.0,2.76,0.0,CAR,QB,5
Parker Hesse,2.6458,1.1625,0.0,ATL,TE,8
Parris Campbell,2.2361,5.3667,0.0,IND,WR,6
Pat Freiermuth,3.873,9.4812,0.0,PIT,TE,16
Patrick Laird,2.2361,0.85,0.0,MIA,RB,6
Patrick Mahomes*,0.3966,21.2741,21.59,KAN,QB,17
Patrick Ricard*,3.4641,1.5923,0.0,BAL,RB,13
Patrick Taylor,2.8284,1.9111,0.0,GNB,RB,9
Penny Hart,4.0,0.7588,0.0,SEA,WR,17
Peyton Barber,3.0,4.99,0.0,LVR,RB,10
Pharaoh Brown,3.7417,2.54,0.0,HOU,TE,15
Pharoh Cooper,2.6458,0.95,0.0,NYG,WR,8
Phillip Dorsett,2.2361,3.0,0.0,3TM,WR,6
Phillip Lindsay,3.6056,3.2429,0.0,2TM,RB,14
Preston Williams,2.6458,1.725,0.0,MIA,WR,8
Qadree Ollison,2.6458,2.4625,0.0,ATL,RB,8
Quez Watkins,4.0,6.8235,0.0,PHI,WR,17
Quintez Cephus,2.0,9.88,0.0,DET,WR,5
Racey McMath,2.8284,0.0889,0.0,TEN,WR,9
Raheem Mostert,0.0,2.0,0.0,SFO,RB,1
Randall Cobb,3.3166,7.8,0.0,GNB,WR,12
Rashaad Penny,3.0,12.17,0.0,SEA,RB,10
Rashard Higgins,3.7417,3.8333,0.0,CLE,WR,15
Rashod Bateman,3.3166,8.625,0.0,BAL,WR,12
Rashod Berry,,0.0,0.0,DET,,5
Ray-Ray McCloud,3.873,4.1375,0.0,PIT,WR,16
Reggie Bonnafon,1.7321,0.9,0.0,CAR,RB,4
Reggie Gilliam,3.873,0.35,0.0,BUF,RB,16
Rex Burkhead,3.873,6.5188,0.0,HOU,RB,16
Rhamondre Stevenson,3.3166,9.575,0.0,NWE,RB,12
Richard Rodgers,1.4142,1.0333,0.0,PHI,TE,3
Ricky Seals-Jones,3.4641,5.3154,0.0,WAS,TE,13
River Cracraft,,0.0,0.0,SFO,,6
Rob Gronkowski,3.3166,14.2667,0.0,TAM,TE,12
Robbie Anderson,,,,CAR,WR,17
Robert Tonyan,2.6458,6.3,0.0,GNB,TE,8
Robert Woods,2.8284,15.2444,0.0,LAR,WR,9
Rodney Adams,,0.0,0.0,CHI,,1
Rodney Smith,1.0,4.9,0.0,CAR,RB,2
Ronald Jones II,3.873,4.95,0.0,TAM,RB,16
Rondale Moore,3.6056,7.7929,0.0,ARI,WR,14
Ross Dwelley,4.0,0.8882,0.0,SFO,TE,17
Ross Travis,,0.0,0.0,2TM,,4
Royce Freeman,3.7417,2.3067,0.0,2TM,RB,15
Russell Gage,3.6056,11.6429,0.0,ATL,WR,14
Russell Wilson*,0.5623,17.2,13.85,SEA,QB,14
Ryan Fitzpatrick,0.0,0.7,0.0,WAS,QB,1
Ryan Griffin,3.6056,4.65,0.0,NYJ,TE,14
Ryan Izzo,,0.0,0.0,TEN,,1
Ryan Nall,2.8284,0.2,0.0,CHI,RB,9
Ryan Tannehill,4.0,15.7882,0.0,TEN,QB,17
Ryquell Armstead,1.0,6.3,0.0,JAX,RB,2
Salvon Ahmed,3.3166,3.2167,0.0,MIA,RB,12
Sam Darnold,3.3166,13.1083,0.0,CAR,QB,12
Sam Ehlinger,1.4142,0.3,0.0,IND,QB,3
Samaje Perine,3.873,5.2,0.0,CIN,RB,16
Sammy Watkins,3.4641,5.4154,0.0,BAL,WR,13
Saquon Barkley,0.7492,10.8231,6.35,NYG,RB,13
Scott Miller,2.8284,2.1222,0.0,TAM,WR,9
Scottie Phillips,1.4142,1.4,0.0,HOU,RB,3
Sean Mannion,0.0,13.0,0.0,MIN,QB,1
Sean McKeon,2.8284,1.4111,0.0,DAL,TE,9
Seth Williams,1.0,2.2,0.0,DEN,WR,2
Shane Zylstra,1.7321,1.6,0.0,DET,TE,4
Shi Smith,2.2361,2.6833,0.0,CAR,WR,6
Simi Fehoko,,0.0,0.0,DAL,,5
Sony Michel,4.0,8.6059,0.0,LAR,RB,17
Stanley Morgan Jr.,4.0,0.2,0.0,CIN,WR,17
Stefon Diggs*,0.3301,16.7941,15.45,BUF,WR,17
Stephen Anderson,4.0,2.2647,0.0,LAC,TE,17
Stephen Sullivan,,0.0,0.0,CAR,,3
Sterling Shepard,2.4495,11.1,0.0,NYG,WR,7
Steven Sims,,0.0,0.0,PIT,,1
T.J. Hockenson,3.3166,12.1083,0.0,DET,TE,12
T.Y. Hilton,3.0,7.41,0.0,IND,WR,10
Taiwan Jones,,0.0,0.0,BUF,,17
Tajae Sharpe,3.7417,3.2,0.0,ATL,WR,15
Tanner Hudson,,0.0,0.0,SFO,,2
Tarik Black,0.0,2.0,0.0,NYJ,WR,1
Tavon Austin,3.4641,3.9538,0.0,JAX,WR,13
Taylor Heinicke,3.873,13.9312,0.0,WAS,QB,16
Taysom Hill,3.3166,10.1417,0.0,NOR,QB,12
Teddy Bridgewater,3.6056,14.4786,0.0,DEN,QB,14
Tee Higgins,3.6056,15.65,0.0,CIN,WR,14
Temarrick Hemingway,,0.0,0.0,WAS,,2
Terrace Marshall Jr.,3.4641,2.5231,0.0,CAR,WR,13
Terry McLaurin,4.0,12.5588,0.0,WAS,WR,17
Tevin Coleman,3.1623,4.6818,0.0,NYJ,RB,11
Tim Boyle,2.0,4.86,0.0,DET,QB,5
Tim Patrick,3.873,9.775,0.0,DEN,WR,16
Tom Brady*,0.4925,22.8059,24.74,TAM,QB,17
Tom Kennedy,3.3166,1.5333,0.0,DET,WR,12
Tommy Hudson,2.0,1.22,0.0,TEN,TE,5
Tommy Sweeney,3.4641,1.4923,0.0,BUF,TE,13
Tommy Tremble,3.873,3.3188,0.0,CAR,TE,16
Tommylee Lewis,1.0,0.85,0.0,MIA,WR,2
Tony Jones,3.1623,2.0091,0.0,NOR,RB,11
Tony Pollard,3.7417,10.84,0.0,DAL,RB,15
Tory Carter,,0.0,0.0,TEN,,8
Travis Benjamin,-3.0,-0.2,0.0,SFO,,10
Travis Fulgham,,0.0,0.0,DEN,,1
Travis Homer,3.6056,4.4143,0.0,SEA,RB,14
Travis Kelce*,0.6252,15.5875,15.45,KAN,TE,16
Trayveon Williams,2.0,1.3,0.0,CIN,RB,5
Tre' McKitty,3.1623,0.9545,0.0,LAC,TE,11
Tre'Quan Smith,3.1623,7.9727,0.0,NOR,WR,11
Trent Sherfield,4.0,1.3941,0.0,SFO,WR,17
Trent Taylor,1.7321,1.525,0.0,CIN,WR,4
Trenton Cannon,-3.3166,-0.1333,0.0,2TM,RB,12
Trenton Irwin,2.4495,0.7714,0.0,CIN,WR,7
Trevon Wesco,3.3166,0.5417,0.0,NYJ,TE,12
Trevor Lawrence,4.0,11.7059,0.0,JAX,QB,17
Trevor Siemian,2.2361,15.0333,0.0,NOR,QB,6
Trey Edmunds,,0.0,0.0,PIT,,2
Trey Lance,2.2361,10.8167,0.0,SFO,QB,6
Trey Ragas,0.0,3.5,0.0,LVR,RB,1
Trey Sermon,2.8284,3.1444,0.0,SFO,RB,9
Trinity Benson,2.6458,2.5375,0.0,DET,WR,8
Tua Tagovailoa,3.4641,13.9154,0.0,MIA,QB,13
Tutu Atwell,,0.0,0.0,LAR,,8
Ty Johnson,3.873,7.3125,0.0,NYJ,RB,16
Ty Montgomery,3.6056,2.1357,0.0,NOR,WR,14
Ty'Son Williams,3.4641,3.2231,0.0,BAL,RB,13
Tylan Wallace,4.0,0.2529,0.0,BAL,WR,17
Tyler Boyd,3.873,11.4875,0.0,CIN,WR,16
Tyler Conklin,4.0,8.1353,0.0,MIN,TE,17
Tyler Davis,3.6056,0.5357,0.0,GNB,TE,14
Tyler Higbee,3.7417,9.8,0.0,LAR,TE,15
Tyler Huntley,2.4495,11.8,0.0,BAL,QB,7
Tyler Johnson,4.0,4.2353,0.0,TAM,WR,17
Tyler Kroft,2.8284,4.3667,0.0,NYJ,TE,9
Tyler Lockett,3.873,15.0875,0.0,SEA,WR,16
Tyler Mabry,,0.0,0.0,SEA,,6
Tyree Jackson,2.8284,1.2444,0.0,PHI,TE,9
Tyreek Hill*,4.0,17.4412,0.0,KAN,WR,17
Tyrell Williams,0.0,3.4,0.0,DET,WR,1
Tyrie Cleveland,,0.0,0.0,DEN,,7
Tyrod Taylor,2.2361,13.6167,0.0,HOU,QB,6
Tyron Johnson,3.0,0.36,0.0,2TM,WR,10
Tyrone Swoopes,,0.0,0.0,WAS,,1
Van Jefferson,4.0,9.8941,0.0,LAR,WR,17
Vyncint Smith,,0.0,0.0,NYJ,,2
Wayne Gallman,2.6458,1.6875,0.0,2TM,RB,8
Wendell Smallwood,1.4142,2.9,0.0,WAS,RB,3
Will Dissly,3.7417,3.34,0.0,SEA,TE,15
Will Fuller,1.0,4.3,0.0,MIA,WR,2
Willie Snead,2.8284,0.8667,0.0,2TM,WR,9
Zach Ertz,4.0,10.6294,0.0,2TM,TE,17
Zach Gentry,4.0,2.1,0.0,PIT,TE,17
Zach Pascal,3.873,5.9062,0.0,IND,WR,16
Zach Wilson,3.4641,11.6846,0.0,NYJ,QB,13
Zack Moss,3.4641,8.0923,0.0,BUF,RB,13
Zay Jones,4.0,6.2294,0.0,LVR,WR,17
