Player,Tm,FantPos,G,GS,FantPt,PPR,DKPt,FDPt,PosRank,OvRank
Jordan Howard,PHI,RB,7,0,61,62.5,65.5,61.5,61,N/A
Jordan Love,GNB,QB,6,1,21,21.1,28.1,24.1,52,N/A
Jordan Matthews,SFO,N/A,1,0,N/A,0.0,N/A,N/A,245,N/A
Jordan Scarlett,MIA,N/A,1,0,N/A,0.0,N/A,N/A,175,N/A
Jordan Veasy,HOU,N/A,2,0,N/A,0.0,N/A,N/A,254,N/A
Jordan Wilkins,2TM,N/A,5,0,N/A,0.0,N/A,N/A,176,N/A
Josh Adams,NYJ,N/A,1,0,N/A,0.0,N/A,N/A,165,N/A
Josh Allen,BUF,QB,17,17,403,402.6,426.6,417.6,1,4
Josh Gordon,KAN,WR,12,7,9,14.2,14.2,11.7,166,N/A
Josh Jacobs,LVR,RB,15,14,172,226.0,234.0,199.0,16,47
Josh Johnson,2TM,QB,4,1,46,46.3,51.3,48.3,43,N/A
Josh Oliver,BAL,TE,14,1,7,15.6,15.6,11.1,85,N/A
Josh Palmer,LAC,WR,17,5,60,92.9,95.9,76.4,75,N/A
Josh Reynolds,2TM,WR,12,5,52,80.6,83.6,66.1,88,N/A
Josh Rosen,ATL,QB,4,0,-3,-3.2,-1.2,-1.2,85,N/A
Joshua Kelley,LAC,RB,10,0,12,17.0,21.0,14.5,115,N/A
Josiah Deguara,GNB,TE,16,2,37,61.5,64.5,49.0,41,N/A
JuJu Smith-Schuster,PIT,WR,5,5,20,34.8,37.8,27.3,139,N/A
Julio Jones,TEN,WR,10,10,49,80.4,83.4,64.9,93,N/A
Justin Fields,CHI,QB,12,10,127,126.8,147.8,136.8,31,N/A
Justin Hardee,NYJ,N/A,16,0,N/A,0.0,N/A,N/A,241,N/A
Justin Herbert*,LAC,QB,17,17,381,380.8,402.8,395.8,2,6
Justin Jackson,LAC,RB,14,2,64,86.2,93.2,75.2,60,N/A
Justin Jefferson*,MIN,WR,17,17,222,330.4,334.4,276.4,4,10
Justin Watson,TAM,N/A,1,0,N/A,0.0,N/A,N/A,255,N/A
Juwan Johnson,NOR,TE,14,2,40,52.9,55.9,46.4,33,N/A
Juwann Winfree,GNB,WR,7,0,4,11.8,12.8,7.8,191,N/A
K.J. Hill,LAC,WR,6,0,3,6.0,6.0,4.5,199,N/A
K.J. Osborn,MIN,WR,17,9,109,158.5,161.5,133.5,35,N/A
KJ Hamler,DEN,WR,3,2,7,12.4,12.4,9.9,171,N/A
Kadarius Toney,NYG,WR,10,4,43,82.4,85.4,62.9,102,N/A
Kaden Smith,NYG,TE,9,4,3,6.3,6.3,4.8,99,N/A
Kahale Warring,2TM,N/A,2,0,N/A,0.0,N/A,N/A,141,N/A
Kalen Ballage,PIT,RB,17,0,4,6.4,6.4,5.4,135,N/A
Kalif Raymond,DET,WR,16,14,84,132.4,135.4,108.4,54,N/A
Kareem Hunt,CLE,RB,8,1,88,110.0,116.0,99.0,46,N/A
Ke'Shawn Vaughn,TAM,RB,12,1,33,36.6,39.6,34.6,87,N/A
KeeSean Johnson,PHI,N/A,0,0,N/A,0.0,N/A,N/A,262,N/A
Keelan Cole,NYJ,WR,15,11,51,78.9,81.9,64.9,90,N/A
Keenan Allen*,LAC,WR,16,16,152,257.8,260.8,204.8,15,43
Keith Kirkwood,CAR,WR,3,0,2,4.7,4.7,3.2,208,N/A
Keith Smith,ATL,RB,17,8,9,17.7,17.7,13.2,125,N/A
Keke Coutee,IND,WR,2,0,1,1.5,1.5,1.0,222,N/A
Kellen Mond,MIN,QB,1,0,N/A,0.2,0.2,0.2,73,N/A
Kendall Blanton,LAR,TE,11,2,4,7.7,7.7,5.7,92,N/A
Kendall Hinton,DEN,WR,16,1,24,38.5,41.5,31.0,132,N/A
Kendrick Bourne,NWE,WR,17,5,126,180.5,187.5,153.0,29,71
Kene Nwangwu,MIN,RB,11,0,19,23.0,23.0,21.0,103,N/A
Kenjon Barner,TAM,RB,3,0,N/A,0.0,N/A,N/A,167,N/A
Kenneth Gainwell,PHI,RB,16,1,90,123.4,130.4,106.9,45,N/A
Kenny Golladay,NYG,WR,14,14,52,89.1,92.1,70.6,86,N/A
Kenny Stills,NOR,WR,13,4,13,18.9,18.9,15.9,155,N/A
Kenny Yeboah,NYJ,TE,9,0,4,5.6,5.6,4.6,93,N/A
Kenyan Drake,LVR,RB,12,2,73,102.5,108.5,87.5,57,N/A
Kerryon Johnson,SFO,N/A,1,0,N/A,0.0,N/A,N/A,172,N/A
Kevin Hogan,TEN,N/A,1,0,N/A,0.0,N/A,N/A,76,N/A
Kevin Rader,PIT,TE,6,1,1,2.8,2.8,1.8,112,N/A
Kevin White,NOR,WR,6,1,4,4.8,4.8,4.3,190,N/A
KhaDarel Hodge,DET,WR,16,1,18,30.7,33.7,24.2,142,N/A
Khalil Herbert,CHI,RB,17,2,65,78.9,81.9,71.9,59,N/A
Khari Blasingame,TEN,RB,11,3,-1,1.0,2.0,N/A,178,N/A
Kirk Cousins*,MIN,QB,16,16,300,300.3,315.3,307.3,11,41
Kirk Merritt,MIA,WR,2,0,1,2.3,2.3,1.8,215,N/A
Kristian Wilkerson,NWE,WR,3,1,16,20.2,20.2,18.2,145,N/A
Kurt Benkert,GNB,QB,1,0,N/A,-0.1,-0.1,-0.1,78,N/A
Kyle Allen,WAS,QB,2,0,8,7.9,8.9,7.9,63,N/A
Kyle Juszczyk*,SFO,RB,17,16,44,73.8,76.8,58.8,74,N/A
Kyle Pitts*,ATL,TE,17,15,109,176.6,179.6,142.6,9,59
Kyle Rudolph,NYG,TE,16,13,34,59.7,62.7,46.7,47,N/A
Kylen Granson,IND,TE,17,0,11,21.6,24.6,16.1,76,N/A
Kyler Murray*,ARI,QB,14,14,300,300.5,316.5,310.5,10,40
Kylin Hill,GNB,RB,8,0,3,3.9,3.9,3.4,138,N/A
La'Mical Perine,NYJ,RB,4,0,3,3.1,3.1,3.1,137,N/A
Lamar Jackson*,BAL,QB,12,12,240,240.0,262.0,253.0,16,N/A
Laquon Treadwell,JAX,WR,12,7,49,82.4,85.4,65.9,94,N/A
Larry Rountree,LAC,RB,12,0,15,15.6,15.6,15.1,111,N/A
Latavius Murray,BAL,RB,14,6,94,103.6,106.6,98.6,42,N/A
Laviska Shenault Jr.,JAX,WR,16,10,64,127.0,131.0,95.5,69,N/A
Lawrence Cager,CLE,N/A,1,0,N/A,0.0,N/A,N/A,231,N/A
Le'Veon Bell,2TM,RB,8,0,33,38.1,41.1,35.6,85,N/A
Lee Smith,ATL,TE,16,6,13,21.5,21.5,17.0,69,N/A
Leonard Fournette,TAM,RB,14,13,187,255.6,261.6,221.1,11,34
Lil'Jordan Humphrey,NOR,WR,10,4,37,49.9,52.9,43.4,113,N/A
Logan Thomas,WAS,TE,6,6,36,53.6,57.6,44.6,45,N/A
Logan Woodside,TEN,QB,5,0,-1,-0.6,-0.6,-0.6,81,N/A
Luke Farrell,JAX,TE,15,4,6,12.6,12.6,9.1,86,N/A
Luke Stocker,MIN,TE,12,0,1,3.2,3.2,2.2,106,N/A
Mac Jones*,NWE,QB,17,17,225,224.9,246.9,237.9,18,N/A
Mack Hollins,MIA,WR,17,3,46,60.3,63.3,53.3,97,N/A
Malcolm Brown,MIA,RB,7,3,20,22.5,25.5,21.0,101,N/A
Malik Taylor,GNB,WR,10,0,-1,1.4,2.4,0.4,258,N/A
Malik Turner,DAL,WR,14,0,33,44.9,47.9,38.9,121,N/A
Marcedes Lewis,GNB,TE,17,17,21,44.4,47.4,32.9,58,N/A
Marcell Ateman,LVR,N/A,1,0,N/A,0.0,N/A,N/A,227,N/A
Marcus Johnson,TEN,WR,7,3,16,24.8,27.8,20.3,147,N/A
Marcus Kemp,KAN,WR,16,0,2,4.4,4.4,3.4,204,N/A
Marcus Mariota,LVR,QB,10,0,15,14.9,14.9,14.9,55,N/A
Mark Andrews*+,BAL,TE,17,9,194,301.1,304.1,247.6,1,8
Mark Ingram,2TM,RB,14,10,82,108.6,115.6,95.1,54,N/A
Marlon Mack,IND,RB,6,0,11,12.9,15.9,11.9,119,N/A
Marquez Callaway,NOR,WR,17,11,106,151.8,154.8,128.8,38,N/A
Marquez Valdes-Scantling,GNB,WR,11,7,61,87.0,90.0,74.0,73,N/A
Marquise Brown,BAL,WR,16,16,135,226.3,230.3,180.8,25,64
Marquise Goodwin,CHI,WR,14,2,37,57.2,60.2,47.2,112,N/A
Marvin Hall,ATL,WR,2,0,1,2.0,2.0,1.5,218,N/A
Marvin Jones,JAX,WR,17,16,107,180.2,183.2,143.7,37,N/A
Mason Rudolph,PIT,QB,2,1,18,18.4,19.4,19.4,53,N/A
Mason Schreck,CIN,N/A,1,0,N/A,0.0,N/A,N/A,134,N/A
Matt Breida,BUF,RB,9,0,36,42.7,46.7,39.2,82,N/A
Matt Cole,CAR,N/A,1,0,N/A,0.0,N/A,N/A,234,N/A
Matt LaCosse,NWE,N/A,1,0,N/A,0.0,N/A,N/A,130,N/A
Matt Ryan,ATL,QB,17,17,223,222.9,241.9,234.9,19,N/A
Matthew Orzech,LAR,N/A,17,0,N/A,0.0,N/A,N/A,132,N/A
Matthew Slater*,NWE,N/A,17,0,N/A,0.0,N/A,N/A,250,N/A
Matthew Stafford,LAR,QB,17,17,330,329.7,351.7,346.7,6,20
Maurice Ffrench,LAC,WR,3,0,N/A,0.3,0.3,0.3,224,N/A
Maxx Williams,ARI,TE,5,5,25,41.3,44.3,33.3,53,N/A
Mecole Hardman,KAN,WR,17,8,82,140.9,145.9,111.4,55,N/A
Mekhi Sargent,3TM,RB,7,0,1,1.1,1.1,1.1,157,N/A
Melvin Gordon,DEN,RB,16,16,167,195.1,204.1,181.1,17,54
Michael Burton,KAN,RB,16,0,12,14.7,14.7,13.2,116,N/A
Michael Carter,NYJ,RB,14,11,118,154.4,161.4,136.4,30,N/A
Michael Gallup,DAL,WR,9,8,57,91.5,94.5,74.0,81,N/A
Michael Pittman Jr.,IND,WR,17,17,151,238.6,241.6,194.6,16,45
Mike Boone,DEN,RB,8,0,6,7.7,7.7,6.7,130,N/A
Mike Davis,ATL,RB,17,8,94,138.2,147.2,116.2,39,N/A
Mike Evans*,TAM,WR,16,16,189,262.5,265.5,225.5,6,17
Mike Gesicki,MIA,TE,17,9,92,165.0,168.0,128.5,11,74
Mike Glennon,NYG,QB,6,4,31,30.9,46.9,40.9,47,N/A
Mike Strachan,IND,WR,6,0,3,4.6,4.6,3.6,202,N/A
Mike Thomas,CIN,WR,12,1,5,10.2,10.2,7.7,183,N/A
Mike White,NYJ,QB,4,3,44,44.0,55.0,52.0,44,N/A
Mike Williams,LAC,WR,16,14,171,246.6,249.6,208.6,9,25
Miles Boykin,BAL,WR,8,0,1,1.6,1.6,1.1,221,N/A
Miles Sanders,PHI,RB,12,12,91,117.2,124.2,104.2,43,N/A
Mitchell Trubisky,BUF,QB,6,0,8,8.1,9.1,9.1,62,N/A
Mitchell Wilcox,CIN,TE,15,1,2,4.6,4.6,3.1,104,N/A
Mo Alie-Cox,IND,TE,17,7,56,79.6,82.6,67.6,24,N/A
Mohamed Sanu,SFO,WR,8,0,18,32.7,35.7,25.2,143,N/A
MyCole Pruitt,TEN,TE,16,9,35,48.5,51.5,41.5,46,N/A
Myles Gaskin,MIA,RB,17,10,125,173.6,180.6,149.1,28,N/A
N'Keal Harry,NWE,WR,12,4,16,28.4,32.4,22.4,144,N/A
Najee Harris*,PIT,RB,17,17,227,300.7,306.7,263.7,4,14
Nate McCrary,BAL,RB,1,0,N/A,-0.1,-0.1,-0.1,177,N/A
Nate Solder,NYG,N/A,16,16,N/A,0.0,N/A,N/A,135,N/A
Nathan Cottrell,JAX,RB,4,0,N/A,0.3,0.3,0.3,164,N/A
Nathan Peterman,LVR,QB,1,0,N/A,0.2,0.2,0.2,74,N/A
Nelson Agholor,NWE,WR,15,13,66,103.4,106.4,84.9,66,N/A
Nick Bawden,NYJ,RB,9,1,2,3.0,3.0,2.5,146,N/A
Nick Bellore,SEA,RB,17,0,N/A,1.4,1.4,0.9,162,N/A
Nick Boyle,BAL,TE,5,3,N/A,1.2,1.2,0.7,115,N/A
Nick Chubb*,CLE,RB,14,14,195,215.3,222.3,205.3,7,24
Nick Foles ,CHI,QB,1,1,17,16.8,16.8,16.8,54,N/A
Nick Mullens,CLE,QB,1,1,10,9.9,9.9,9.9,61,N/A
Nick Ralston,DAL,N/A,4,0,N/A,0.0,N/A,N/A,2,75
Nick Vannett,NOR,TE,7,2,19,28.3,31.3,23.8,61,N/A
Nick Westbrook-Ikhine,TEN,WR,16,7,70,107.6,111.6,88.6,65,N/A
Nico Collins,HOU,WR,14,8,51,83.6,86.6,67.1,91,N/A
Noah Brown,DAL,WR,13,1,18,34.4,37.4,26.4,140,N/A
Noah Fant,DEN,TE,16,16,91,159.0,162.0,125.0,13,N/A
Noah Gray,KAN,TE,16,1,10,16.6,16.6,13.1,80,N/A
Noah Togiai,PHI,N/A,1,0,N/A,0.0,N/A,N/A,139,N/A
Nsimba Webster,CHI,N/A,6,0,N/A,0.0,N/A,N/A,256,N/A
Nyheim Hines,IND,RB,17,4,73,112.6,120.6,92.6,56,N/A
O.J. Howard,TAM,TE,17,9,20,33.5,36.5,26.5,60,N/A
Odell Beckham Jr.,2TM,WR,14,13,85,129.1,132.1,107.1,52,N/A
Olamide Zaccheaus,ATL,WR,17,8,59,89.8,92.8,74.3,77,N/A
P.J. Walker,CAR,QB,5,1,14,13.8,20.8,16.8,57,N/A
Parker Hesse,ATL,TE,8,1,4,9.3,9.3,6.8,90,N/A
Parris Campbell,IND,WR,6,3,22,32.2,35.2,27.2,137,N/A
Pat Freiermuth,PIT,TE,16,9,92,151.7,155.7,121.7,12,N/A
Patrick Laird,MIA,RB,6,0,2,5.1,5.1,3.6,144,N/A
Patrick Mahomes*,KAN,QB,17,17,362,361.7,384.7,374.7,4,13
Patrick Ricard*,BAL,RB,13,11,13,20.7,20.7,16.7,113,N/A
Patrick Taylor,GNB,RB,9,0,15,17.2,17.2,16.2,109,N/A
Penny Hart,SEA,WR,17,0,6,12.9,12.9,9.4,177,N/A
Peyton Barber,LVR,RB,10,1,40,49.9,52.9,44.9,78,N/A
Pharaoh Brown,HOU,TE,15,12,15,38.1,42.1,26.6,66,N/A
Pharoh Cooper,NYG,WR,8,0,4,7.6,7.6,5.6,193,N/A
Phillip Dorsett,3TM,WR,6,0,11,18.0,21.0,14.5,159,N/A
Phillip Lindsay,2TM,RB,14,1,41,45.4,48.4,43.4,76,N/A
Preston Williams,MIA,WR,8,3,8,13.8,13.8,10.8,170,N/A
Qadree Ollison,ATL,RB,8,0,16,19.7,23.7,17.7,108,N/A
Quez Watkins,PHI,WR,17,12,73,116.0,119.0,94.5,63,N/A
Quintez Cephus,DET,WR,5,3,34,49.4,52.4,41.9,118,N/A
Racey McMath,TEN,WR,9,0,-1,0.8,1.8,-0.2,259,N/A
Raheem Mostert,SFO,RB,1,1,2,2.0,2.0,2.0,147,N/A
Randall Cobb,GNB,WR,12,3,66,93.6,97.6,79.6,68,N/A
Rashaad Penny,SEA,RB,10,6,116,121.7,124.7,118.7,31,N/A
Rashard Higgins,CLE,WR,15,4,34,57.5,60.5,45.5,120,N/A
Rashod Bateman,BAL,WR,12,4,58,103.5,106.5,80.5,80,N/A
Rashod Berry,DET,N/A,5,0,N/A,0.0,N/A,N/A,118,N/A
Ray-Ray McCloud,PIT,WR,16,5,27,66.2,70.2,46.7,130,N/A
Reggie Bonnafon,CAR,RB,4,0,2,3.6,3.6,2.6,149,N/A
Reggie Gilliam,BUF,RB,16,5,3,5.6,5.6,4.1,140,N/A
Rex Burkhead,HOU,RB,16,5,79,104.3,110.3,91.8,55,N/A
Rhamondre Stevenson,NWE,RB,12,2,101,114.9,121.9,107.9,36,N/A
Richard Rodgers,PHI,TE,3,0,1,3.1,3.1,2.1,107,N/A
Ricky Seals-Jones,WAS,TE,13,6,39,69.1,72.1,54.1,35,N/A
River Cracraft,SFO,N/A,6,0,N/A,0.0,N/A,N/A,236,N/A
Rob Gronkowski,TAM,TE,12,12,116,171.2,174.2,143.7,5,48
Robbie Anderson,CAR,WR,17,16,86,138.5,141.5,112.0,51,N/A
Robert Tonyan,GNB,TE,8,5,32,50.4,53.4,41.4,49,N/A
Robert Woods,LAR,WR,9,9,92,137.2,140.2,114.7,48,N/A
Rodney Adams,CHI,N/A,1,0,N/A,0.0,N/A,N/A,225,N/A
Rodney Smith,CAR,RB,2,0,5,9.8,9.8,7.3,133,N/A
Ronald Jones II,TAM,RB,16,3,69,79.2,84.2,74.2,58,N/A
Rondale Moore,ARI,WR,14,7,55,109.1,113.1,82.1,85,N/A
Ross Dwelley,SFO,TE,17,2,11,15.1,15.1,13.1,72,N/A
Ross Travis,2TM,N/A,4,1,N/A,0.0,N/A,N/A,140,N/A
Royce Freeman,2TM,RB,15,0,25,34.6,37.6,29.6,94,N/A
Russell Gage,ATL,WR,14,9,97,163.0,168.0,130.0,45,N/A
Russell Wilson*,SEA,QB,14,14,243,242.8,255.8,248.8,15,N/A
Ryan Fitzpatrick,WAS,QB,1,1,1,0.7,0.7,0.7,71,N/A
Ryan Griffin,NYJ,TE,14,12,38,65.1,68.1,51.6,38,N/A
Ryan Izzo,TEN,N/A,1,0,N/A,0.0,N/A,N/A,129,N/A
Ryan Nall,CHI,RB,9,0,1,1.8,1.8,1.3,159,N/A
Ryan Tannehill,TEN,QB,17,17,268,268.4,292.4,282.4,12,78
Ryquell Armstead,JAX,RB,2,0,10,12.6,12.6,11.1,121,N/A
Salvon Ahmed,MIA,RB,12,0,27,38.6,44.6,32.6,91,N/A
Sam Darnold,CAR,QB,12,11,157,157.3,180.3,170.3,28,N/A
Sam Ehlinger,IND,QB,3,0,1,0.9,0.9,0.9,70,N/A
Samaje Perine,CIN,RB,16,0,56,83.2,89.2,69.7,63,N/A
Sammy Watkins,BAL,WR,13,9,43,70.4,74.4,56.9,101,N/A
Saquon Barkley,NYG,RB,13,13,108,148.6,155.6,128.1,34,N/A
Scott Miller,TAM,WR,9,0,14,19.1,19.1,16.6,151,N/A
Scottie Phillips,HOU,RB,3,0,2,4.2,4.2,3.2,143,N/A
Sean Mannion,MIN,QB,1,1,13,13.0,13.0,13.0,58,N/A
Sean McKeon,DAL,TE,9,2,9,12.7,12.7,10.7,81,N/A
Seth Williams,DEN,WR,2,1,3,4.4,4.4,3.9,196,N/A
Shane Zylstra,DET,TE,4,0,3,6.4,6.4,4.9,97,N/A
Shi Smith,CAR,WR,6,0,10,16.1,19.1,13.1,164,N/A
Simi Fehoko,DAL,N/A,5,0,N/A,0.0,N/A,N/A,237,N/A
Sony Michel,LAR,RB,17,7,125,146.3,153.3,135.8,27,N/A
Stanley Morgan Jr.,CIN,WR,17,1,1,3.4,3.4,2.4,212,N/A
Stefon Diggs*,BUF,WR,17,17,183,285.5,288.5,234.0,8,21
Stephen Anderson,LAC,TE,17,4,23,38.5,41.5,30.5,56,N/A
Stephen Sullivan,CAR,N/A,3,0,N/A,0.0,N/A,N/A,136,N/A
Sterling Shepard,NYG,WR,7,6,42,77.7,80.7,59.7,106,N/A
Steven Sims,PIT,N/A,1,0,N/A,0.0,N/A,N/A,249,N/A
T.J. Hockenson,DET,TE,12,12,84,145.3,148.3,114.8,16,N/A
T.Y. Hilton,IND,WR,10,9,51,74.1,77.1,62.6,89,N/A
Taiwan Jones,BUF,N/A,17,0,N/A,0.0,N/A,N/A,173,N/A
Tajae Sharpe,ATL,WR,15,7,23,48.0,51.0,35.5,134,N/A
Tanner Hudson,SFO,N/A,2,0,N/A,0.0,N/A,N/A,128,N/A
Tarik Black,NYJ,WR,1,0,1,2.0,2.0,1.5,217,N/A
Tavon Austin,JAX,WR,13,3,27,51.4,55.4,39.4,128,N/A
Taylor Heinicke,WAS,QB,16,15,222,222.9,245.9,237.4,20,N/A
Taysom Hill,NOR,QB,12,9,118,121.7,132.7,124.7,32,N/A
Teddy Bridgewater,DEN,QB,14,14,203,202.7,216.7,209.7,22,N/A
Tee Higgins,CIN,WR,14,14,145,219.1,223.1,182.1,17,49
Temarrick Hemingway,WAS,N/A,2,1,N/A,0.0,N/A,N/A,126,N/A
Terrace Marshall Jr.,CAR,WR,13,3,16,32.8,35.8,24.3,148,N/A
Terry McLaurin,WAS,WR,17,17,137,213.5,216.5,175.0,24,63
Tevin Coleman,NYJ,RB,11,5,41,51.5,54.5,46.0,77,N/A
Tim Boyle,DET,QB,5,3,24,24.3,33.3,30.3,49,N/A
Tim Patrick,DEN,WR,16,16,103,156.4,159.4,129.9,40,N/A
Tom Brady*,TAM,QB,17,17,375,374.7,392.7,386.7,3,7
Tom Kennedy,DET,WR,12,0,12,18.4,18.4,15.4,156,N/A
Tommy Hudson,TEN,TE,5,0,3,6.1,6.1,4.6,100,N/A
Tommy Sweeney,BUF,TE,13,3,10,19.4,19.4,14.9,77,N/A
Tommy Tremble,CAR,TE,16,11,33,53.1,56.1,43.1,48,N/A
Tommylee Lewis,MIA,WR,2,0,1,1.7,1.7,1.2,220,N/A
Tony Jones,NOR,RB,11,4,17,22.1,25.1,19.6,104,N/A
Tony Pollard,DAL,RB,15,0,124,162.6,168.6,143.1,29,N/A
Tory Carter,TEN,N/A,8,2,N/A,0.0,N/A,N/A,1,77
Travis Benjamin,SFO,N/A,10,0,-2,-2.0,-1.0,-2.0,260,N/A
Travis Fulgham,DEN,N/A,1,0,N/A,0.0,N/A,N/A,239,N/A
Travis Homer,SEA,RB,14,0,46,61.8,67.8,53.8,70,N/A
Travis Kelce*,KAN,TE,16,16,171,262.8,266.8,216.8,2,15
Trayveon Williams,CIN,RB,5,0,6,6.5,6.5,6.0,131,N/A
Tre' McKitty,LAC,TE,11,4,5,10.5,10.5,7.5,88,N/A
Tre'Quan Smith,NOR,WR,11,6,56,87.7,90.7,71.7,84,N/A
Trent Sherfield,SFO,WR,17,1,15,23.7,23.7,19.2,150,N/A
Trent Taylor,CIN,WR,4,0,4,6.1,6.1,5.1,185,N/A
Trenton Cannon,2TM,RB,12,0,-2,-1.6,-0.6,-1.6,179,N/A
Trenton Irwin,CIN,WR,7,0,3,5.4,5.4,4.4,195,N/A
Trevon Wesco,NYJ,TE,12,7,4,6.5,6.5,5.0,95,N/A
Trevor Lawrence,JAX,QB,17,17,199,199.0,227.0,216.0,23,N/A
Trevor Siemian,NOR,QB,6,4,90,90.2,97.2,93.2,34,N/A
Trey Edmunds,PIT,N/A,2,0,N/A,0.0,N/A,N/A,169,N/A
Trey Lance,SFO,QB,6,2,65,64.9,72.9,66.9,40,N/A
Trey Ragas,LVR,RB,1,0,2,3.5,3.5,2.5,151,N/A
Trey Sermon,SFO,RB,9,2,25,28.3,31.3,26.8,93,N/A
Trinity Benson,DET,WR,8,2,10,20.3,23.3,15.3,162,N/A
Tua Tagovailoa,MIA,QB,13,12,181,180.9,197.9,190.9,25,N/A
Tutu Atwell,LAR,N/A,8,0,N/A,0.0,N/A,N/A,228,N/A
Ty Johnson,NYJ,RB,16,3,83,117.0,124.0,100.0,52,N/A
Ty Montgomery,NOR,WR,14,3,14,29.9,29.9,21.9,152,N/A
Ty'Son Williams,BAL,RB,13,3,33,41.9,44.9,37.4,86,N/A
Tylan Wallace,BAL,WR,17,1,2,4.3,4.3,3.3,206,N/A
Tyler Boyd,CIN,WR,16,10,117,183.8,186.8,150.3,33,N/A
Tyler Conklin,MIN,TE,17,15,77,138.3,141.3,107.8,19,N/A
Tyler Davis,GNB,TE,14,0,4,7.5,7.5,5.5,94,N/A
Tyler Higbee,LAR,TE,15,15,86,147.0,150.0,116.5,14,N/A
Tyler Huntley,BAL,QB,7,4,83,82.6,95.6,86.6,37,N/A
Tyler Johnson,TAM,WR,17,3,36,72.0,75.0,54.0,114,N/A
Tyler Kroft,NYJ,TE,9,6,23,39.3,42.3,31.3,55,N/A
Tyler Lockett,SEA,WR,16,16,168,241.4,244.4,204.9,11,27
Tyler Mabry,SEA,N/A,6,0,N/A,0.0,N/A,N/A,131,N/A
Tyree Jackson,PHI,TE,9,3,8,11.2,11.2,9.7,82,N/A
Tyreek Hill*,KAN,WR,17,16,186,296.5,300.5,241.0,7,19
Tyrell Williams,DET,WR,1,1,1,3.4,3.4,2.4,213,N/A
Tyrie Cleveland,DEN,N/A,7,0,N/A,0.0,N/A,N/A,233,N/A
Tyrod Taylor,HOU,QB,6,6,82,81.7,92.7,86.7,38,N/A
Tyron Johnson,2TM,WR,10,0,2,3.6,3.6,2.6,210,N/A
Tyrone Swoopes,WAS,N/A,1,0,N/A,0.0,N/A,N/A,137,N/A
Van Jefferson,LAR,WR,17,17,118,168.2,171.2,143.2,31,N/A
Vyncint Smith,NYJ,N/A,2,0,N/A,0.0,N/A,N/A,252,N/A
Wayne Gallman,2TM,RB,8,0,13,13.5,16.5,13.0,114,N/A
Wendell Smallwood,WAS,RB,3,0,5,8.7,8.7,6.7,134,N/A
Will Dissly,SEA,TE,15,14,29,50.1,53.1,39.6,51,N/A
Will Fuller,MIA,WR,2,0,5,8.6,8.6,6.6,184,N/A
Willie Snead,2TM,WR,9,0,4,7.8,7.8,5.8,189,N/A
Zach Ertz,2TM,TE,17,14,107,180.7,183.7,143.7,10,62
Zach Gentry,PIT,TE,17,12,17,35.7,38.7,26.2,65,N/A
Zach Pascal,IND,WR,16,13,57,94.5,98.5,75.5,82,N/A
Zach Wilson,NYJ,QB,13,13,152,151.9,169.9,162.9,30,N/A
Zack Moss,BUF,RB,13,0,82,105.2,112.2,93.7,53,N/A
Zay Jones,LVR,WR,17,9,59,105.9,109.9,82.4,76,N/A
