Player,Tm,FantPos,G,GS,FantPt,PPR,DKPt,FDPt,PosRank,OvRank
Keith Smith,ATL,FB,12,6,3,6.3,6.3,4.8,112,N/A
Kendre Miller,NOR,RB,7,0,19,28.4,31.4,23.9,74,N/A
Kendrick Bourne,NWE,WR,8,5,63,100.0,104.0,81.5,54,N/A
Kene Nwangwu,MIN,RB,5,0,1,1.2,1.2,1.2,129,N/A
Kenneth Gainwell,PHI,RB,12,1,49,71.5,78.5,60.0,54,N/A
Kenneth Walker III,SEA,RB,11,11,126,147.0,153.0,136.5,23,72
Kenny McIntosh,SEA,RB,3,0,N/A,0.0,N/A,N/A,151,N/A
Kenny Pickett,PIT,QB,12,12,110,110.2,117.2,114.2,27,N/A
Kenny Yeboah,NYJ,TE,1,0,N/A,0.0,N/A,N/A,132,N/A
Kenyan Drake,BAL,RB,2,0,1,3.1,4.1,2.1,130,N/A
Kevin Rader,TEN,TE,10,0,N/A,0.0,N/A,N/A,125,N/A
KhaDarel Hodge,ATL,WR,13,3,22,33.7,36.7,27.7,114,N/A
Khalil Herbert,CHI,RB,8,6,50,64.2,71.2,57.2,53,N/A
Khalil Shakir,BUF,WR,13,6,54,80.2,83.2,67.2,61,N/A
Khari Blasingame,CHI,FB,12,1,3,5.8,5.8,4.3,114,N/A
Kirk Cousins,MIN,QB,8,8,150,149.7,161.7,154.7,22,N/A
Kirk Merritt,NOR,WR,1,0,N/A,0.0,N/A,N/A,217,N/A
Ko Kieft,TAM,TE,13,6,N/A,0.0,N/A,N/A,116,N/A
Kristian Wilkerson,LVR,WR,2,1,N/A,0.0,N/A,N/A,229,N/A
Kwamie Lassiter II,CIN,WR,1,0,N/A,1.2,1.2,0.7,192,N/A
Kyle Allen,BUF,QB,5,0,-1,-0.9,-0.9,-0.9,76,N/A
Kyle Juszczyk,SFO,FB,13,12,19,27.1,27.1,23.1,76,N/A
Kyle Philips,TEN,WR,8,0,15,27.6,31.6,21.1,128,N/A
Kyle Pitts,ATL,TE,13,11,67,110.5,113.5,88.5,13,N/A
Kyle Trask,TAM,QB,2,0,N/A,-0.1,-0.1,-0.1,72,N/A
Kylen Granson,IND,TE,11,5,33,54.6,57.6,43.6,32,N/A
Kyler Murray,ARI,QB,4,4,71,71.2,79.2,73.2,34,N/A
Kyren Williams,LAR,RB,9,8,159,184.0,190.0,171.5,5,25
La'Mical Perine,KAN,RB,2,0,N/A,0.1,0.1,0.1,138,N/A
Lamar Jackson,BAL,QB,13,13,254,253.8,271.8,259.8,4,27
Laquon Treadwell,BAL,WR,2,0,N/A,0.0,N/A,N/A,226,N/A
Latavius Murray,BUF,RB,13,4,59,75.8,81.8,67.3,46,N/A
Laviska Shenault Jr.,CAR,WR,8,0,12,21.5,21.5,16.5,141,N/A
Lawrence Cager,NYG,TE,10,0,9,11.7,11.7,10.2,72,N/A
Lil'Jordan Humphrey,DEN,WR,13,6,14,21.7,21.7,17.7,131,N/A
Logan Thomas,WAS,TE,12,12,59,103.6,108.6,81.1,17,N/A
Lucas Krull,DEN,TE,3,1,4,4.5,4.5,4.0,84,N/A
Luke Farrell,JAX,TE,13,5,12,23.0,26.0,17.5,65,N/A
Luke Musgrave,GNB,TE,10,9,40,73.1,76.1,56.6,25,N/A
Luke Schoonmaker,DAL,TE,13,0,18,25.1,25.1,21.6,53,N/A
Lynn Bowden Jr.,NOR,WR,11,1,8,13.5,13.5,10.5,152,N/A
Mac Jones,NWE,QB,11,11,106,106.4,123.4,118.4,28,N/A
Mack Hollins,ATL,WR,10,3,25,43.1,46.1,34.1,108,N/A
Malik Cunningham,NWE,QB,1,0,N/A,0.0,N/A,N/A,68,N/A
Malik Davis,DAL,RB,1,0,N/A,0.0,N/A,N/A,144,N/A
Malik Heath,GNB,WR,9,1,13,20.4,20.4,16.9,134,N/A
Malik Taylor,NYJ,WR,3,0,1,3.3,3.3,2.3,183,N/A
Malik Willis,TEN,QB,3,0,3,3.1,4.1,3.1,59,N/A
Marcedes Lewis,CHI,TE,13,2,3,5.8,5.8,4.3,89,N/A
Marcus Mariota,PHI,QB,2,0,1,1.2,1.2,1.2,63,N/A
Mark Andrews,BAL,TE,10,9,90,135.4,138.4,112.9,6,39
Marquez Callaway,NOR,WR,2,0,N/A,0.0,N/A,N/A,197,N/A
Marquez Valdes-Scantling,KAN,WR,13,9,34,52.5,56.5,43.0,92,N/A
Marquise Brown,ARI,WR,13,13,84,134.7,137.7,109.2,40,N/A
Marquise Goodwin,CLE,WR,9,0,4,7.3,7.3,5.8,168,N/A
Marvin Jones,DET,WR,6,4,2,6.5,7.5,4.0,182,N/A
Marvin Mims,DEN,WR,13,5,42,59.6,63.6,50.6,79,N/A
Mason Kinsey,TEN,WR,2,0,N/A,0.0,N/A,N/A,215,N/A
Matt Breida,NYG,RB,13,4,28,41.5,44.5,34.5,64,N/A
Matt Bushman,KAN,TE,1,0,N/A,0.0,N/A,N/A,103,N/A
Matthew Slater,NWE,WR,13,0,N/A,0.0,N/A,N/A,223,N/A
Matthew Stafford,LAR,QB,12,12,191,191.3,203.3,200.3,17,N/A
Mecole Hardman,2TM,WR,9,1,3,12.0,13.0,7.5,173,N/A
Melvin Gordon,BAL,RB,2,0,10,12.9,12.9,11.4,92,N/A
Michael Burton,DEN,FB,13,2,3,5.3,5.3,4.3,111,N/A
Michael Carter,2TM,RB,11,0,17,35.5,35.5,26.0,80,N/A
Michael Gallup,DAL,WR,13,11,53,83.5,86.5,68.0,65,N/A
Michael Mayer,LVR,TE,13,11,35,57.5,60.5,46.0,29,N/A
Michael Pittman Jr.,IND,WR,13,12,126,221.4,224.4,173.9,16,32
Michael Thomas,NOR,WR,10,7,51,89.8,92.8,70.3,68,N/A
Michael Wilson,ARI,WR,9,8,56,83.5,86.5,69.5,59,N/A
Mike Boone,HOU,RB,9,0,6,13.3,13.3,9.8,105,N/A
Mike Evans,TAM,WR,13,13,162,224.0,227.0,193.0,5,9
Mike Gesicki,NWE,TE,13,6,24,45.2,48.2,34.7,39,N/A
Mike Strachan,CAR,WR,4,1,5,5.5,5.5,5.0,165,N/A
Mike White,MIA,QB,4,0,4,4.1,5.1,5.1,56,N/A
Mike Williams,LAC,WR,3,3,31,50.2,53.2,40.7,97,N/A
Miles Boykin,PIT,WR,13,0,1,3.1,3.1,2.1,184,N/A
Miles Sanders,CAR,RB,12,5,55,76.5,84.5,65.5,49,N/A
Mitchell Tinsley,WAS,WR,1,0,N/A,0.0,N/A,N/A,225,N/A
Mitchell Trubisky,PIT,QB,4,1,36,35.8,42.8,38.8,43,N/A
Mitchell Wilcox,CIN,TE,13,2,3,9.0,9.0,6.0,88,N/A
Mo Alie-Cox,IND,TE,13,4,22,29.4,32.4,25.9,43,N/A
Mohamed Ibrahim,DET,RB,1,0,N/A,0.0,N/A,N/A,148,N/A
Montrell Washington,KAN,WR,5,0,N/A,0.0,N/A,N/A,228,N/A
MyCole Pruitt,ATL,TE,13,8,14,20.9,20.9,17.4,61,N/A
Myles Gaskin,2TM,RB,2,0,N/A,0.0,N/A,N/A,145,N/A
N'Keal Harry,MIN,WR,9,0,N/A,0.0,N/A,N/A,211,N/A
Najee Harris,PIT,RB,13,13,108,131.9,137.9,119.9,26,N/A
Nate Adkins,DEN,TE,8,1,2,6.2,6.2,4.2,92,N/A
Nathan Peterman,CHI,QB,1,0,N/A,-0.4,-0.4,-0.4,74,N/A
Nelson Agholor,BAL,WR,13,2,49,74.4,77.4,61.9,70,N/A
Nick Bawden,NYJ,FB,13,2,8,9.7,9.7,8.7,98,N/A
Nick Bellore,SEA,FB,12,0,N/A,0.0,N/A,N/A,139,N/A
Nick Chubb,CLE,RB,2,2,19,23.1,26.1,21.1,75,N/A
Nick Mullens,MIN,QB,1,0,3,3.3,3.3,3.3,58,N/A
Nick Vannett,LAC,TE,4,3,N/A,0.0,N/A,N/A,128,N/A
Nick Westbrook-Ikhine,TEN,WR,13,8,54,80.7,83.7,67.2,62,N/A
Nico Collins,HOU,WR,12,7,136,196.4,199.4,166.4,13,24
Noah Brown,HOU,WR,7,4,50,70.8,73.8,60.3,69,N/A
Noah Fant,SEA,TE,13,13,34,57.9,60.9,45.9,30,N/A
Noah Gray,KAN,TE,13,7,37,58.7,61.7,47.7,27,N/A
Noah Togiai,PHI,TE,1,0,N/A,0.0,N/A,N/A,127,N/A
Odell Beckham Jr.,BAL,WR,11,5,67,97.5,101.5,82.0,51,N/A
Olamide Zaccheaus,PHI,WR,13,1,26,34.4,37.4,30.4,106,N/A
Owen Wright,BAL,RB,1,0,N/A,0.0,N/A,N/A,161,N/A
P.J. Walker,CLE,QB,6,2,20,20.0,30.0,25.0,47,N/A
Parker Hesse,ATL,TE,3,0,N/A,0.0,N/A,N/A,111,N/A
Parker Washington,JAX,WR,5,1,19,26.8,27.8,22.8,118,N/A
Parris Campbell,NYG,WR,12,3,10,30.4,33.4,20.4,145,N/A
Pat Freiermuth,PIT,TE,8,7,37,60.7,63.7,48.7,26,N/A
Patrick Mahomes,KAN,QB,13,13,236,235.8,254.8,246.8,8,50
Patrick Ricard,BAL,FB,13,7,5,8.8,8.8,6.8,108,N/A
Patrick Taylor,GNB,RB,7,0,16,23.5,26.5,19.5,83,N/A
Payne Durham,TAM,TE,9,2,3,7.3,7.3,5.3,85,N/A
Peyton Hendershot,DAL,TE,4,0,N/A,1.3,1.3,0.8,101,N/A
Pharaoh Brown,NWE,TE,13,7,23,31.4,34.4,27.4,41,N/A
Phillip Dorsett,DEN,WR,1,0,N/A,0.0,N/A,N/A,205,N/A
Pierre Strong,CLE,RB,13,0,27,30.1,33.1,28.6,65,N/A
Princeton Fant,DAL,TE,2,0,N/A,0.0,N/A,N/A,108,N/A
Puka Nacua,LAR,WR,13,13,140,222.4,225.4,181.4,11,22
Qadree Ollison,PIT,RB,2,0,N/A,0.0,N/A,N/A,154,N/A
Quentin Johnston,LAC,WR,13,6,40,68.5,71.5,54.0,81,N/A
Quez Watkins,PHI,WR,6,4,5,11.9,11.9,8.4,164,N/A
Quintin Morris,BUF,TE,11,0,9,10.6,10.6,9.6,73,N/A
Rachaad White,TAM,RB,13,13,156,204.4,211.4,180.4,7,28
Raheem Blackshear,CAR,RB,8,0,9,14.5,14.5,11.5,96,N/A
Raheem Mostert,MIA,RB,13,13,215,237.4,244.4,226.4,2,3
Rakim Jarrett,TAM,WR,10,0,6,10.0,10.0,8.0,159,N/A
Randall Cobb,NYJ,WR,8,1,12,15.5,15.5,13.5,140,N/A
Rashaad Penny,PHI,RB,2,0,2,3.2,3.2,2.7,119,N/A
Rashee Rice,KAN,WR,13,6,100,159.0,163.0,129.5,29,74
Rashid Shaheed,NOR,WR,11,5,79,111.7,115.7,95.2,42,N/A
Rashod Bateman,BAL,WR,12,8,34,57.8,60.8,45.8,89,N/A
Ray-Ray McCloud,SFO,WR,11,1,14,22.6,25.6,18.1,132,N/A
Reggie Gilliam,BUF,FB,13,0,N/A,1.3,1.3,0.8,136,N/A
Rhamondre Stevenson,NWE,RB,12,12,108,145.7,152.7,126.7,27,N/A
Richie James,KAN,WR,5,0,N/A,3.2,4.2,1.7,191,N/A
Rico Dowdle,DAL,RB,13,0,63,74.9,77.9,68.9,41,N/A
River Cracraft,MIA,WR,7,1,16,24.3,27.3,20.3,125,N/A
Robbie Chosen,MIA,WR,5,0,17,19.7,22.7,18.2,124,N/A
Robert Tonyan,CHI,TE,13,5,6,12.8,12.8,9.3,78,N/A
Robert Woods,HOU,WR,11,10,38,69.4,72.4,53.9,83,N/A
Rodney Williams,PIT,TE,9,0,N/A,0.0,N/A,N/A,131,N/A
Romeo Doubs,GNB,WR,13,12,96,144.7,147.7,120.2,34,N/A
Rondale Moore,ARI,WR,13,6,54,82.6,88.6,68.1,63,N/A
Ronnie Bell,SFO,WR,13,0,11,15.1,15.1,13.1,144,N/A
Ronnie Rivers,LAR,RB,6,0,8,11.5,11.5,9.5,99,N/A
Roschon Johnson,CHI,RB,11,0,43,66.9,72.9,54.9,56,N/A
Ross Dwelley,SFO,TE,12,0,1,2.2,2.2,1.7,97,N/A
Royce Freeman,LAR,RB,10,0,42,42.1,45.1,42.1,57,N/A
Russell Wilson,DEN,QB,13,13,216,215.9,233.9,223.9,13,77
Ryan Miller,TAM,WR,1,0,N/A,0.0,N/A,N/A,218,N/A
Ryan Tannehill,TEN,QB,7,6,51,51.1,60.1,57.1,39,N/A
SaRodorick Thompson,SEA,RB,1,0,N/A,0.0,N/A,N/A,158,N/A
Salvon Ahmed,MIA,RB,8,0,27,42.9,42.9,34.9,66,N/A
Sam Darnold,SFO,QB,6,0,-1,-0.6,-0.6,-0.6,75,N/A
Sam Ehlinger,IND,QB,1,0,N/A,0.0,N/A,N/A,67,N/A
Sam Howell,WAS,QB,13,13,237,236.9,258.9,250.9,7,45
Sam LaPorta,DET,TE,13,11,111,176.6,179.6,143.6,4,20
Samaje Perine,DEN,RB,13,1,58,98.0,106.0,78.0,47,N/A
Samori Toure,GNB,WR,9,0,10,17.4,17.4,13.9,146,N/A
Saquon Barkley,NYG,RB,10,10,135,165.6,173.6,150.1,18,59
Scott Miller,ATL,WR,13,0,20,28.0,28.0,24.0,116,N/A
Sean Clifford,GNB,QB,1,0,N/A,0.0,N/A,N/A,69,N/A
Sean McKeon,DAL,TE,9,0,N/A,0.0,N/A,N/A,120,N/A
Sean Tucker,TAM,RB,11,0,3,5.2,5.2,4.2,113,N/A
Shedrick Jackson,CIN,WR,2,0,N/A,0.0,N/A,N/A,214,N/A
Simi Fehoko,LAC,WR,6,0,7,7.9,7.9,7.4,153,N/A
Skyy Moore,KAN,WR,13,8,33,53.7,56.7,43.2,93,N/A
Stanley Morgan Jr.,CIN,WR,2,0,N/A,0.0,N/A,N/A,220,N/A
Stefon Diggs,BUF,WR,13,13,147,234.3,238.3,190.8,8,17
Stephen Anderson,LAC,TE,2,0,N/A,0.0,N/A,N/A,102,N/A
Stephen Carlson,CHI,TE,1,0,N/A,0.0,N/A,N/A,105,N/A
Stephen Sullivan,CAR,TE,7,0,9,17.0,17.0,13.0,71,N/A
Sterling Shepard,NYG,WR,11,2,8,14.9,15.9,11.4,150,N/A
Steven Sims,HOU,WR,2,0,3,4.5,4.5,3.5,176,N/A
Stone Smartt,LAC,TE,12,3,14,17.0,17.0,15.5,60,N/A
T.J. Hockenson,MIN,TE,13,9,112,196.9,200.9,154.4,3,18
Taiwan Jones,NYG,RB,2,0,N/A,0.0,N/A,N/A,150,N/A
Tank Bigsby,JAX,RB,13,0,17,18.2,20.2,17.7,77,N/A
Tank Dell,HOU,WR,11,8,118,165.0,168.0,141.5,19,43
Tanner Conner,MIA,TE,3,0,N/A,0.0,N/A,N/A,106,N/A
Tanner Hudson,CIN,TE,8,1,31,58.9,61.9,44.9,33,N/A
Taylor Heinicke,ATL,QB,3,2,37,36.7,40.7,37.7,41,N/A
Taysom Hill,NOR,TE,12,6,92,118.4,125.4,105.4,5,37
Teagan Quitoriano,HOU,TE,7,5,3,5.3,5.3,4.3,86,N/A
Teddy Bridgewater,DET,QB,1,0,N/A,-0.2,-0.2,-0.2,73,N/A
Tee Higgins,CIN,WR,9,8,56,87.6,90.6,71.6,58,N/A
Terrace Marshall Jr.,CAR,WR,8,3,13,31.4,34.4,22.4,135,N/A
Terrell Bynum,LAC,WR,1,0,N/A,0.0,N/A,N/A,195,N/A
Terry McLaurin,WAS,WR,13,13,87,147.4,150.4,117.4,39,N/A
Tim Boyle,NYJ,QB,3,2,11,10.9,17.9,14.9,50,N/A
Tim Jones,JAX,WR,13,1,4,11.4,11.4,7.9,166,N/A
Tommy DeVito,NYG,QB,6,4,80,79.6,89.6,82.6,31,N/A
Tommy Tremble,CAR,TE,12,4,27,40.6,40.6,33.6,36,N/A
Tony Jones,2TM,RB,7,1,25,32.2,32.2,28.7,67,N/A
Tony Pollard,DAL,RB,13,13,138,187.1,194.1,162.6,15,52
Travis Etienne,JAX,RB,13,13,183,226.9,232.9,204.9,3,10
Travis Homer,CHI,RB,12,0,N/A,0.0,N/A,N/A,147,N/A
Travis Kelce,KAN,TE,12,12,118,197.6,201.6,157.6,1,14
Trayveon Williams,CIN,RB,13,0,7,12.7,12.7,9.7,102,N/A
Tre Tucker,LVR,WR,12,0,22,30.4,33.4,26.4,113,N/A
Tre' McKitty,LAC,TE,6,0,N/A,0.0,N/A,N/A,121,N/A
Tre'Quan Smith,DEN,WR,1,0,N/A,0.0,N/A,N/A,224,N/A
Trent Sherfield,BUF,WR,13,1,6,14.2,14.2,10.2,157,N/A
Trent Taylor,CHI,WR,13,0,N/A,-0.2,-0.2,-0.2,233,N/A
Trenton Irwin,CIN,WR,12,4,30,48.1,51.1,39.1,99,N/A
Trevon Wesco,TEN,TE,13,10,2,3.1,3.1,2.6,93,N/A
Trevor Lawrence,JAX,QB,13,13,222,222.3,242.3,232.3,11,71
Trevor Siemian,NYJ,QB,1,0,1,1.4,2.4,1.4,62,N/A
Trey McBride,ARI,TE,13,8,73,129.0,132.0,101.0,12,70
Trey Palmer,TAM,WR,13,4,39,66.6,69.6,52.6,82,N/A
Trey Sermon,IND,RB,11,0,4,5.1,5.1,4.6,110,N/A
Treylon Burks,TEN,WR,7,6,14,23.2,26.2,18.7,130,N/A
Trishton Jackson,MIN,WR,6,0,3,4.9,4.9,3.9,174,N/A
Tua Tagovailoa,MIA,QB,13,13,219,219.4,237.4,229.4,12,76
Tucker Fisk,ATL,TE,2,0,N/A,0.0,N/A,N/A,109,N/A
Tucker Kraft,GNB,TE,13,4,22,35.9,38.9,28.9,45,N/A
Tutu Atwell,LAR,WR,13,13,71,108.1,111.1,89.6,48,N/A
Ty Chandler,MIN,RB,13,0,35,48.3,51.3,41.8,59,N/A
Ty Johnson,BUF,RB,7,0,16,21.0,21.0,18.5,82,N/A
Ty Montgomery,NWE,WR,13,0,5,9.9,9.9,7.4,163,N/A
Tyjae Spears,TEN,RB,13,0,70,108.9,114.9,89.4,40,N/A
Tylan Wallace,BAL,WR,7,0,6,6.0,6.0,6.0,160,N/A
Tyler Allgeier,ATL,RB,13,2,82,93.5,96.5,87.5,38,N/A
Tyler Boyd,CIN,WR,13,11,63,120.3,124.3,92.8,53,N/A
Tyler Conklin,NYJ,TE,13,8,51,96.6,99.6,73.6,20,N/A
Tyler Goodson,IND,RB,2,0,1,3.9,3.9,2.4,133,N/A
Tyler Higbee,LAR,TE,12,12,49,82.7,85.7,65.7,21,N/A
Tyler Huntley,BAL,QB,3,0,7,7.1,7.1,7.1,52,N/A
Tyler Kroft,MIA,TE,7,0,N/A,0.0,N/A,N/A,117,N/A
Tyler Lockett,SEA,WR,13,13,97,162.1,165.1,129.6,32,N/A
Tyler Scott,CHI,WR,13,3,12,22.6,23.6,17.1,138,N/A
Tyquan Thornton,NWE,WR,6,3,9,17.3,17.3,13.3,148,N/A
Tyree Jackson,NYG,TE,2,1,N/A,0.0,N/A,N/A,113,N/A
Tyreek Hill,MIA,WR,13,13,226,322.7,326.7,274.2,1,2
Tyrion Davis-Price,SFO,RB,1,0,2,2.1,2.1,2.1,120,N/A
Tyrod Taylor,NYG,QB,7,3,41,41.0,44.0,41.0,40,N/A
Tyson Bagent,CHI,QB,5,4,53,53.3,67.3,59.3,38,N/A
Van Jefferson,2TM,WR,13,7,17,30.8,33.8,23.8,123,N/A
Velus Jones Jr.,CHI,WR,10,0,4,8.2,8.2,6.2,169,N/A
Wan'Dale Robinson,NYG,WR,11,5,47,88.7,91.7,67.7,72,N/A
Will Dissly,SEA,TE,12,10,11,22.1,25.1,16.6,69,N/A
Will Levis,TEN,QB,7,7,89,88.9,97.9,91.9,29,N/A
Will Mallory,IND,TE,8,1,14,27.1,30.1,20.6,59,N/A
Willie Snead,SFO,WR,3,0,1,1.9,1.9,1.4,187,N/A
Xavier Gipson,NYJ,WR,13,1,29,41.6,46.6,35.1,101,N/A
Xavier Hutchinson,HOU,WR,12,0,10,14.2,14.2,12.2,147,N/A
Zach Charbonnet,SEA,RB,12,2,62,86.8,92.8,74.3,42,N/A
Zach Ertz,ARI,TE,7,7,25,51.7,54.7,38.2,37,N/A
Zach Evans,LAR,RB,8,0,2,1.6,1.6,1.6,124,N/A
Zach Pascal,ARI,WR,10,1,2,5.9,5.9,3.9,181,N/A
Zach Wilson,NYJ,QB,11,10,121,120.9,139.9,127.9,25,N/A
Zack Moss,IND,RB,12,7,130,154.3,160.3,142.3,21,66
Zamir White,LVR,RB,13,0,7,13.2,14.2,10.2,100,N/A
Zay Flowers,BAL,WR,13,13,99,162.9,165.9,130.9,30,N/A
Zay Jones,JAX,WR,7,5,34,56.5,59.5,45.0,91,N/A
Zonovan Knight,DET,RB,2,0,2,3.1,3.1,2.6,121,N/A
