Player,Consistency,Average,Median,Team,Position,Games Played
Mecole Hardman,0.7202,11.725,1.3,KAN,WR,8
Melvin Gordon,0.6286,8.71,6.65,DEN,RB,10
Michael Bandy,,,0.0,LAC,WR,10
Michael Burton,2.283,0.2923,0.0,KAN,RB,13
Michael Carter,0.5661,8.9083,5.65,NYJ,RB,12
Michael Gallup,,,6.55,DAL,WR,10
Michael Pittman Jr.,0.5386,13.4583,11.6,IND,WR,12
Michael Thomas,0.3128,17.0333,0.0,NOR,WR,3
Michael Woods II,,,0.0,CLE,WR,6
Mike Boone,1.0467,3.2,0.6,DEN,RB,9
Mike Davis,1.0932,0.525,0.0,BAL,RB,8
Mike Evans,0.5109,13.125,9.5,TAM,WR,12
Mike Gesicki,1.2269,5.7615,2.8,MIA,TE,13
Mike Strachan,2.0818,0.89,0.0,IND,WR,10
Mike Thomas,2.0131,0.78,0.0,CIN,WR,10
Mike White,,,,NYJ,QB,3
Mike Williams,0.6408,14.5111,3.35,LAC,WR,9
Miles Boykin,3.3166,0.175,0.0,PIT,WR,12
Miles Sanders,0.5717,15.3308,12.8,PHI,RB,13
Mitchell Trubisky,0.4282,9.9667,0.0,PIT,QB,6
Mitchell Wilcox,1.0303,1.1538,0.65,CIN,TE,13
Mo Alie-Cox,1.9562,3.4846,1.8,IND,TE,13
Montrell Washington,,,0.0,DEN,WR,13
MyCole Pruitt,,,0.0,ATL,TE,9
Myles Gaskin,0.8209,3.1333,0.0,MIA,RB,3
N'Keal Harry,,,0.0,CHI,WR,4
Najee Harris,0.3999,12.2385,10.95,PIT,RB,13
Nate Sudfeld,,,,DET,QB,1
Nelson Agholor,1.1501,6.1583,3.75,NWE,WR,12
Nick Boyle,,,0.0,BAL,,10
Nick Chubb,0.424,17.2692,16.3,CLE,RB,13
Nick Foles ,,,0.0,IND,,1
Nick Mullens,,,,MIN,QB,2
Nick Vannett,,,0.0,2TM,TE,5
Nick Westbrook-Ikhine,1.3011,5.9231,2.3,TEN,WR,13
Nico Collins,0.326,9.71,8.05,HOU,WR,10
Noah Brown,0.7928,7.2,4.85,DAL,WR,12
Noah Fant,0.6272,6.7077,6.4,SEA,TE,13
Noah Gray,0.5588,4.4231,3.55,KAN,TE,13
Noah Togiai,,0.0,0.0,PHI,,2
Nyheim Hines,0.979,4.5615,2.1,2TM,RB,13
O.J. Howard,1.763,2.7417,0.0,HOU,TE,12
Olamide Zaccheaus,0.5111,6.9615,6.5,ATL,WR,13
P.J. Walker,,,0.0,CAR,QB,6
Parker Hesse,0.9995,1.1154,0.75,ATL,TE,13
Parris Campbell,0.7536,9.2923,7.5,IND,WR,13
Pat Freiermuth,0.3667,10.6667,10.15,PIT,TE,12
Patrick Mahomes,0.2537,24.6462,21.55,KAN,QB,13
Patrick Ricard,1.0439,1.5385,0.75,BAL,RB,13
Patrick Taylor,,,,GNB,RB,10
Penny Hart,2.4495,0.3571,0.0,SEA,WR,7
Peyton Hendershot,,,0.0,DAL,TE,13
Pharaoh Brown,1.1224,1.975,0.0,2TM,TE,12
Pharoh Cooper,,,,ARI,,2
Phillip Dorsett,1.1672,3.3167,1.55,HOU,WR,12
Phillip Lindsay,,,0.0,IND,RB,3
Pierre Strong,,,0.0,NWE,RB,11
Qadree Ollison,,,0.0,DAL,,2
Quez Watkins,0.9143,5.6308,4.7,PHI,WR,13
Quintez Cephus,1.7321,0.875,0.0,DET,WR,4
Quintin Morris,,,0.0,BUF,TE,11
Racey McMath,,,,TEN,,1
Rachaad White,0.7088,8.2462,6.8,TAM,RB,13
Raheem Blackshear,,,0.0,CAR,RB,9
Raheem Mostert,0.6608,9.6333,6.75,MIA,RB,12
Randall Cobb,0.686,7.4333,2.6,GNB,WR,9
Rashaad Penny,0.9069,10.44,0.0,SEA,RB,5
Rashard Higgins,,,0.0,CAR,,3
Rashid Shaheed,,,0.9,NOR,WR,8
Rashod Bateman,0.7564,8.9167,0.0,BAL,WR,6
Ray-Ray McCloud,1.451,2.8615,2.1,SFO,WR,13
Reggie Gilliam,1.9039,1.5583,0.0,BUF,RB,12
Rex Burkhead,0.8798,4.9917,2.7,HOU,RB,12
Rhamondre Stevenson,0.4497,15.4385,15.1,NWE,RB,13
Richard Rodgers,3.0,0.14,0.0,LAC,TE,10
Richie James,0.9877,6.6692,4.4,NYG,WR,13
Rico Dowdle,,0.0,0.0,DAL,,5
River Cracraft,1.168,3.3,0.0,MIA,WR,9
Robbie Anderson,1.4789,3.8385,1.5,2TM,WR,13
Robert Tonyan,0.6419,6.7846,6.05,GNB,TE,13
Robert Woods,0.6963,6.3538,4.6,TEN,WR,13
Romeo Doubs,0.7365,8.8333,3.75,GNB,WR,9
Ronald Jones II,,,,KAN,RB,2
Rondale Moore,,,1.85,ARI,WR,8
Ronnie Rivers,,,0.0,LAR,RB,5
Ross Dwelley,1.9396,1.7727,0.0,SFO,TE,11
Russell Gage,0.8309,7.7111,3.65,TAM,WR,9
Russell Wilson,0.4291,14.2333,10.9,DEN,QB,12
Ryan Griffin,1.8063,0.4909,0.0,CHI,TE,11
Ryan Tannehill,0.4413,13.6818,12.8,TEN,QB,11
Salvon Ahmed,,,0.0,MIA,RB,8
Sam Darnold,,,,CAR,QB,2
Sam Ehlinger,,,0.0,IND,QB,2
Samaje Perine,0.8542,10.0231,6.55,CIN,RB,13
Sammy Watkins,1.0745,3.7333,0.0,GNB,WR,9
